timestamp,frame,chat_text
120.0,7200,Leeeeees 시구반성8 Hanserif30z 싱싱맨 [_ag hahahohajjang 손인데요紫 0 csj02873 ㄴㄴ 한시간 롬H26602 손 +_북북k9h 룸커요하이는 나오는게개사악하네마치월트컵먹히면안될골먹히 어가야할골안듭어가는거처럼
121.0,7260,Eeeeeeees시f킨경 _e hanserifs0z 싱싱맨 [_ a hahahohajiang 손인데요르 0csj02873 너느 한시간 [1099강화비둘기 손 디_북묵k9h 게임의진짜나올땐안나오고무방비 나오는게개자악하네마치월트컵먹히면안될골먹히 어가야할골안들어가는거처럼
122.0,7320,Beeeeeeeers 시경 스비서 Hanserif307 싱싱맨 Lio k hahahohojjang 손인데요르 O esj02873 너ㄴ 한시간 99강화비둘기 손 -묵묵k9h 나오는게개사악하네마치월드컵먹히면안될골먹히 물환극가를공룬려어나
123.0,7380,[__ Lranseusu! '__ hahahohojjang 손인데요르드 csjo2873 나ㄴ 한시간 1개99강화비물기 손 미묵묵k9h 게임이진짜나 나오는게개사악하네마치월드컵먹히던안될골먹히 라극나를공룬뤄어
124.0,7440,~sjuzons 냐느 교교 I롤머휘266? 손 禮몰묵묵k9h 피하미 나오는게개사악하네마치월드컵먹히면안될골먹히 라퓨리나하를공룬려어나0 주 [_ SMq2yq 손깍지 느느 hahohaha123
125.0,7500,Oouwsp물 Nz퍼룸_ 뒤에서더호들갑이네크크크크크 eeeeeeeeeis 터틴크크크크크크트 크크크크 _ eeeeeeeeei-s 민원크크크크크크코크트 Rsp-ueul서 시끄럽다고올라왔다크크크 스源맛도리용 나온다
126.0,7560,피크고 Kreeeeeeeeeis 크크크크크크크크크크카는 코코크크 eeeeeeeees민원크크크크크_크_드 크크크 Yihanedisg 시끄럽다고올라왔다크크크 이리맛도리용나온다 아뜨기r2h 프르뭉린피 ' 가작
127.0,7620,_르 Eeeeeeeeeis 크크크크타크크크크크 타타크터 eeeeeeeee-s민원크크크크크___E 크크크 oWihandeg 시끄럽다고올라왔다크크크 神下앗뜨커c2
128.0,7680,_르_ eeeeeeeeeiS 크큰크크브크크크크크크는 타타크터 eeeeeeeeei-s 민원크크크크크크크크카 쿠크크 oMhan d3g 시끄럽다고올라왔다크크크 오티맛도리용 나온다 핫뜨거c26 터쿄느뭉린숴피고 :_
129.0,7740,lo르__lIh!! eeeeeeeeei-s 카크크크카카크크크크크 eeeeeeeeei-s Yhan-dsg 사회 아티맛토리용 앗뜨커26 진짜누구옴?크크크
130.0,7800,드__는 eeeeeeeeeiEs 크크크크_크크크크크크 코즈티트 I ls e eeeeeeeeei-s 민원크크크크크크크크크드 __Yihan-d3g 니맛토리용 나온다 앗뜨커c2b 진짜누구옴?크크크
131.0,7860,EeeeeeeerF> 1 크크크크 _ eeeeeeeeei-s 민원크터크크티터 아Mihand3g 시끄럽다고올라왔다타크크 F 맛도리용 앗뜨커26 eeeeeeeeeis 캄카크카크
132.0,7920,eeeeeeeeeis 민원크크크크크터 Yihan-d3g CF 맛도리용 나온다 핫뜨거c2b 느느뭉스피고 eeeeeeeeei-s 칼라크 [0 건방29q-019
133.0,7980,eeeeeeeeeis 민원回크크크크크터는 _ Yihan-d3g 시끄럽다고올라왔다티크ㅋ 오티맛도리용 나온다 앗뜨거c2b 느느는용뭉는고 eeeeeeeeei-s 칼크크 _건방z9다01] 나와
134.0,8040,eeeeeeeees민원크크크크크크_드 조기 Mhan;dsg 시끄럽다고올라왔다크티터 오니맛도리용 러가 앗뜨거026 Geeeeeeeeis! 칼크크크 [건방z9qo1q] 천장?
135.0,8100,- _-+-- eeeeeeeeeis 민원크크크크크크크크크드 -- -- Yihand3g 시끄럽다고올라왔다티크터 오니맛도리용 나온다 앗뜨커C26 드느느뭉린복피고 eeeeeeeeei-S 칼三트 _건방z9q o1g E와
136.0,8160,Yihan-d3g 트맛도리용 앗뜨거c2h 바느느뭉피고 [_ eeeeeeeeei-s 칼크크 一건방 299-01q user-gq8ih6kf5g “너장 더
137.0,8220,그 & YihandBg _化맛도리용 나온다 [게용앗뜨커C26 느르一뭉뉘피고 eeeeeeeeeis 칼티터 건방-29901q [D user-gq8ih6kf5g 너장 '' [e user-ceghj9gn8p
138.0,8280,Yihand3g 시끄럽다고올라왔다크크크 터요十앗뜨커26 바느느뭉는피고 eeeeeeeeei-s 칼크터 29q01q [Cin user-gq8ih6kf5g 너장 _user-ceghjggn8p E
139.0,8340,_ ++ x- 부_ eeeeeeeeeis 칼카카터 Blo-b6z-REz er 이 [10user-gq8ih6kf5g 너장 user-cehj9gn8p 설마또위에? 거울 C0dsd2205447거1 크크카크크크크크크크크크크트
140.0,8400,- [03건방-299019 와 Juser-gg8ih6kf5g 너장 0 user-ceShj9gn8p 거움 C0ds122054471 크크크크크크크크크크크크크트 크크크크 몰락한비에고 이분은기가좀약하신거같은데
141.0,8460,t_- Di user-ce9hj9gn8p 거울 COdsd22054471 크크크크터크크크크터크카크트 크크크터 이몰락한비에고 이분은기가좀약하신거같은데 웅림노포굴bnoc 0user gg8ih6k5g 천장
142.0,8520,Godsd2205447 크트크크크크크크크크크 타크크 페이미는룸e 이분은기가좀약하신거같은데 웅림노_굴baoco 크크카크크크크 0o user-gq8ih6kf5g 천장 199강화비둘기 어타크크트
143.0,8580,로 모을 OugXn11111 서람장? 말씩맨 융노후유금 - 어졸리다아흐 G0csj02873 2여력공 티밥촘먹자: 나다눌러야되는거
144.0,8640,__ +++ _ -T- 0졸리다아흐 C0 csj02873 여린공 나다눌러야되는거 __ 김의영-Hly 해위늘를 이상호날두33 커튼방금상호작용된거아님? 커튼치는거아님?
145.0,8700,_- 유즐리다아흐 '기르 Co csj02873 오化밥촘먹자 나다눌러야되는거 8 김의영ly 클리해요 태이상호날두33 커튼방금상호작용된거아님? |o옴t대 커튼치는거아님?
146.0,8760,_o__f- 아즐리다아흐 rcsjo2873 2여린공 O미밥촘먹자: 나다눌러야되는거 김의영-1ly 클릭해요 - 프티이상호날두33 커튼방금상호작용된거아님? 이금붕에 커튼치는거아님?
147.0,8820,르즐리다아흐기르유투브보고옴 Ocsj02873 혀리공 O中밥촘먹자 약간김원식게임같은느낌하님 극쿄하록버 클릭해요 으F이상호날두33 커튼방금상호작용된거아님? 스化금붕어 커튼치는거아님?
148.0,8880,뭉니레메몰크드휘헤비크르스 Jesj02873안열랴요? 어化밥좀먹자약간김원식게임같은느낌아님?하 나다둘러야되는게 이상호날두33커튼방금상호작용된거아님? 프디금붕에커튼치는거아님?
149.0,8940,_O +:+- Ocsj0287z3 으티밥좀먹자: 나다눌러야되는거 해늘를 源이상호날두33 커튼방금상호작용된거아님? 1[6옴t대 커튼치는거아님? acatwithguitar 커트클리크기가
150.0,9000,- 0 Ocsj02873 혀리공 司밥촘먹자: 약간김원식게임같은느낌아님?하 나다눌러야되는거 + 김의영Hy 해하늘를 오타이상호날두33 급웅노후유몬음글 념 아미금붕에 커튼치는거아님? Io catwithguitar 커튼클릭긋기기
