time_ms,chat_message,label
4775533,으;,4
4775933,누가 막 와,6
4776933,온다,6
4778933,화장실에서 뛰지마시오,6
4779133,뛰노,6
4781133,화들짝,6
4781133,엌,6
4781933,도대체출구가 어딨는겨,6
4782133,헉,1
4782733,헉,1
4783133,어어 ㅅㅂ,1
4784333,헉,1
4784533,어어,6
4784733,근처다,6
4785933,오는데,6
4786733,?,6
4786933,ㄷㄷㄷㄷ,1
4786933,와,1
4786933,아,6
4787133,으악 ㅅㅂ,1
4787733,소리 ㅅㅂ,1
4787733,예?,6
4787933,옾이다,6
4787933,와,6
4788133,오,6
4788333,ㄷㄷ,1
4788533,와,1
4788533,앜,1
4788933,헉,1
4789133,으악,1
4789333,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4789333,ㅎㅇ,6
4789933,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4789933,소금쟁이,6
4789933,녚이다,6
4790133,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4790333,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4790333,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4790533,ㅋㅋㅋㅋㅋㅋㅋ,0
4790533,ㄷㄷㄷㄷㄷㄷ,1
4790733,akQkrdl,6
4791533,으악 블리치 호로화,6
4791733,다라이 ㄷㄷ,1
4792133,기괴하네,1
4792133,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4792133,ㅎ2,6
4792333,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4792333,어우,1
4792550,와,1
4792750,ㅎㅇ,6
4792933,석유니 먹방,6
4792933,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4793150,ㅋㅋㅋㅋ,0
4793150,마빡이,6
4793333,다라이ㅋㅋㅋㅋㅋ,6
4793333,백룸같네 ㅋㅋ,6
4793333,걸어다니면 죽어,6
4793750,ㅋㅋ,6
4793750,기여운데,6
4793950,zi,6
4794350,에렌,6
4794533,세글자,6
4794533,ㅋㅋㅋㅋ,0
4794750,에렌?,6
4794750,퉁탕탕탕,6
4795133,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개무섭네,5
4795133,에렌??,6
4795350,와 에렌이노,6
4795533,/헉/,1
4795533,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4795750,기여운데 ?,6
4795750,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4795950,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4795950,ㅋㅋㅋㅋ,0
4796150,ㅋㅋㅋㅋㅋ,0
4796150,마빡이,6
4796350,ㄷㄷ진격거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4796533,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4796533,벽안에,6
4796750,개못생겼네,6
4797133,생김새 개빡이네,6
4797133,ㅋㅋㅋㅋㅋㅋ,0
4797350,시조의 거인이네,6
4797350,와 ㅁㅊ ㅋㅋㅋㅋㅋㅋㅋㅋ,1
4797350,에렌,6
4797350,진격거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4797550,마빡이 ㄷ,6
4797750,ㄱㅇㅇ,6
4797950,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4797950,ㅋㅋㅋㅋㅋㅋㅋ,0
4797950,와,1
4798350,에렌,6
4798733,마빡이,6
4798733,에이,6
4799150,개무섭네 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
4799350,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4799550,머냐,6
4799550,귀여운데 ㅋㅋㅋㅋㅋㅋ,6
4799733,에렌이다,6
4799950,에렌이다,6
4799950,에렌,6
4800150,에렌예거 ㄷㄷ,6
4801150,ㅋㅋ,6
4801150,귀여운데?,6
4801550,에렌이다,6
4801550,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4802150,시조의거인 ㄷㄷ,6
4803150,ㅋㅋㅋㅋ,0
4803550,재는,6
4803683,ㅋㅋㅋㅋㅋㅋㅋㅋ아이런 쒯!,1
4803733,괴물이 달라,6
4803950,이번판 빡이네,6
4804133,ㅋㅋㅋㅋㅋㅋㅋ드라군 뭐노 ㅋㅋㅋㅋㅋㅋㅋ,1
4804533,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4804533,진격거다 ㅋㅋㅋㅋㅋㅋㅋ에렌이네 ㅋㅋㅋㅋㅋ,6
4804950,에렌ㄷㄷ,6
4805150,ㄱㅇㅇ,6
4805150,에렌 예거 여기 있었네,6
4805350,ㅋㅋㅋㅋㅋㅋㅋㅋ아이런 쒯!,1
4805350,에렌 반갑고,6
4805750,ㄱㅇㅇ,6
4805950,준내 무섭네 와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
4805950,거미인줄 알앗네 깜놀,6
4806133,귀엽자나,6
4806350,에렌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
4806550,전부 구축해주겠어,6
4806550,마빡이 아님?,6
4806550,거미가 오네 ㄷㄷ,6
4807733,에렌 ㄷㄷ,6
4808333,시조의거인 ㄷㄷ,6
4808750,시조의 거인이네 ㅋㅋ,6
4808950,업데이트됏네?,6
4808950,마빡이누구냐 ㅋㅋ,6
4809150,별로 안무섭노 ㅋㅋ,6
4809333,그래도 이건 볼만하다,6
4809550,시조의 거인,6
4809550,스포ㄷㄷ,6
4809950,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4810533,게임이 안무섭네 근데,6
4811150,쫓아오네,6
4811750,ㅋㅋㅋㅋ,0
4811750,라이너가 브라운이야?,6
4812150,ㅋㅋㅋㅋㅋㅋㅋ일단 첫 대면,6
4812533,칸에 숨는거인듯,6
4812750,에렌은 거인이잖아?,6
4813066,지유다,6
4813550,시조의 거인 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4813750,마빡이 누구냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4813750,밝아서 볼만해,6
4813950,에렌ㅋㅋ,6
4816750,보이면 따라오네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
4816750,싸워.,6
4817750,벽 안에 거인이 있어?,6
4820350,칸에 숨어,6
4820750,누가 마빡이라는게 개웃기네,6
4820750,괴물이 수륙양용,6
4820750,몰라,6
4821750,ㅈㄴ크네 몸체가,6
4822150,숨어야하는듯,6
4822350,구축쿠시테야루,6
4823150,물소리?,6
4823300,변기칸 잇자나,6
4823750,숨어야되나봄,6
4824550,에렌은 컸었는데..?,6
4824750,몰라?,6
4824750,ㄷㄷ,1
4826350,변기에 숨어,6
4827150,"""싸워""",6
4827550,끼끼몽,6
4827750,화장실 들어가봐,6
4828350,더 어려워 보이는데,6
4828550,알ㄹㅕ줘?,6
4828550,변기칸에 숨어야되나봐,6
4829350,똥칸에 숨어.,6
4829550,도둑과 경찰이잖아 칸막이ㅠ안에 숨는거ㅠ아님?,6
4829750,그건모르죠~,6
4829950,다이깨면 형이 이길듯,6
4832766,끼끼몽 해여하나,6
4832766,함주노 존 가야되는거아님?,6
4835950,캬,1
4836750,ㅋㅋㅋㅋ,0
4836750,싸워 화장실에서 싸워,6
4837150,ㅅㅅ,6
4837550,똥칸에 숨어야됨 보니까,6
4837750,오 그러네,6
4838950,오 뭐야,6
4838950,ㅋㅋㅋㅋㅋㅋ,0
4839950,갓겜,6
4840350,갓겜이네,6
4841766,아늑,6
4842766,ㅋㅋㅌㅋㅋㅋㅌㅌㅋ챕터마다 괴물 다르네,6
4843550,물뭐냐,6
4843550,오,1
4843550,똥싸,6
4843966,캐비넷발견,6
4843966,이런데 숨으면 되네,6
4844366,끼끼몽 잘하자나 ㄱㄱ,6
4844750,근데 의외로... 은근빨리깨는중...,6
4845566,아까랑ㄷ르네,6
4845750,갓겜,6
4847766,학창시절 ptsd,6
4848350,와,6
4849766,근데 개빨리 깨는중 아님?,6
4849950,수숨을데는 많네,6
4851550,똥칸 문을 싹다 열어놔 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
4852150,숨어야하나본데,6
4860566,바닥 보기다 잠수,6
4862566,익숙한 똥간,6
4865766,이거 룸 총 몇개예요?,6
4865983,뭐이리크냐,6
4870566,똥칸에 숨어야 되나 보네,6
4870783,숨어잇,6
4871783,온다?,6
4871966,ㄲㄲㅁ,6
4872383,오 아네,6
4872766,여기오래걸릴듯,6
4872950,괴물 온다,6
4876183,오,6
4876766,어우,1
4876983,ㄷㄷ,1
4877966,소리나,6
4878366,ㅈㄴ 뛰댕기네,6
4878583,ㅅㅂ 소리 개빡이다 ㄷㄷ;,5
4878583,와,6
4878583,엎드리면 산다,6
4878966,숨는거구나,6
4879583,엿보기,6
4880966,안락함,6
4880966,생존본능,6
4883766,헉,6
4886183,ㄷㄷ,1
4886183,안락함의 편안함,6
4886366,여기있다,6
4886366,사이에 보이는게 개무섭네 ㅋㅋ,5
4886583,ㄷㄷ,1
4886583,멈췄다,6
4886966,소리 난다!,6
4887383,뭔가 밖에 있다,6
4888183,어어ㅓㅓ,1
4888383,?,6
4889383,와 소리 ㅅㅂ;,5
4890383,헉 소리가,1
4891383,오,6
4894183,쟤 소리도 잘 들음??,6
4897983,온다,6
4898383,ㅈㄴ섬뜩하네,5
4898783,첨범첨범 소리 개빡이네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
4898983,못들어오나,6
4900183,언다,6
4901783,소리가 너무 빡이다,6
4902583,그를,6
4902983,소리 무습네,5
4903783,ㄷㄷㄷㄷ,1
4904183,헉,1
4904783,그르르,6
4905183,말해봐여 소리도 잘듣는지,6
4906183,헉,1
4906183,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4906583,ㄷㄷ,1
4906783,어라,1
4906983,헉,1
4907183,?,6
4907383,어어,1
4907583,얌마!,6
4907783,?,6
4907983,듣고있냐,6
4908183,ㅎㅇ,6
4908766,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4908983,??,6
4908983,어어어,6
4908983,조용히해,6
4909183,인식하는거같은데?,6
4909383,라송 ㄱㄱ,6
4909783,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4910183,헉,1
4910383,ㅋㅋㅋㅋㅋ,0
4910983,ㄴㅋㅋㄱㅋㄱ,0
4911983,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4912183,못 듣나본대?,6
4912383,ㅋㅋㅋㅋㅋㅋㅋ,0
4912783,ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ,0
4912950,소리를 왜 내누,6
4914166,나였음 여기서 10시간 있는다,6
4914583,ㅎ2,6
4915183,소리는 못듣네,6
4915183,잘듣는거같은데?,6
4915383,귀는 안들려?,6
4916583,소리는 얜 못 듣나,6
4916983,똥칸에 숩은놈 나와라,6
4920183,마빡이라고 불러 보자,6
4920183,소리는 못 듣나?,6
4921783,인식하는거같은데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4921983,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4922183,ㅁ,6
4923800,ㅋㅋㅋㅋ,0
4924183,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4924383,ㅋㅋㅋ,0
4924983,못듣나,6
4925200,완숙계란맛좀 보여주자,6
4926183,헉,1
4926383,ㅁ,6
4926383,ㅋㅋㅋㅋㅋㅋㅋ,0
4926783,살살 긁노 ㅋㅋㅋ,0
4927583,똥칸이 무적이야?,6
4927783,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4928600,헉,1
4928600,와 밖에서 막 다니네 ㄷㄷㄷㄷㄷ,5
4929183,오른쪽에 있다,6
4932383,이번에는 시각인가?,6
4932866,모르네,6
4932900,발소리 개빡,6
4932900,첨벙첨벙,6
4935400,야!,6
4935783,비명 질러보자 테스트 ㄱㄱ,6
4936600,야임마!,6
4937000,변기에 숨으면 모르나보다?,6
4937383,야!,6
4940200,무적존,6
4943000,ㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋ,0
4944183,비명 질러보자,6
4947600,지창송 한번 불러보자,6
4947800,야야야,6
4949200,네?,6
4949200,야 마빡아,6
4949400,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4949583,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4949800,"""대답""",6
4950200,호,6
4950400,ㄷ,1
4950800,ㄷㄷㄷㄷㄷㄷ,1
4951000,아 개 빡이네.. 막 휘젖고 다니네,6
4951200,야,6
4951200,ㅋㅋㅋㅋㅋ,0
4951400,ㅑ,6
4951400,헉,1
4952000,크르르릉,6
4952000,도발 ㄷㄷ,6
4952183,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4952600,ㅑ,6
4952783,바로 앞이다 ㅋㅋㅋㅋㅋㅋㅋ,0
4952783,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4953333,ㄷㄷㄷ,1
4953600,무시,6
4954000,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4954400,헉,1
4954783,?,6
4954783,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4955000,야,6
4955000,헉,1
4955000,ㄷㄷㄷㄷㄷㄷㄷ,1
4955200,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4955383,헉,1
4955800,앞에잇다,5
4955800,헉,1
4956000,ㄷㄷ,1
4956200,몯듣네,6
4956200,?,6
4956383,잠수해서 엎드리는 걸껄,6
4956383,어어,6
4956800,도발,6
4956800,화났다,6
4956983,해지마,6
4957200,헉,1
4957200,분노 ㄷㄷ,6
4957400,테스트해봐야지,6
4957600,온다,6
4957600,화났따,6
4957800,ㅋㅋㅌㅌㅋㅋㅌ,0
4958200,ㅇ0ㅇ,6
4958200,듣나본데,6
4958583,헉,1
4958800,아 지짜지짜,6
4959000,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4959183,ㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4959800,야임마!,6
4960000,으윽,6
4960183,도발 ㅎㅎ,6
4960600,헉,1
4960783,진짜온다,6
4960783,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4961183,헉,1
4961400,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4961783,우솝식 가오,6
4961783,화났다,6
4962600,야이 소추야,6
4962600,똥칸 무적,6
4962600,듣네,6
4963200,으악,6
4963800,지창!,6
4963800,표정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4964000,ㅋㅋㅋㅋㅋㅋㅋ,0
4964383,"""대답""",6
4964600,궁 온다,6
4964600,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4964600,빡침,6
4964983,온다,6
4965400,안오는데,6
4965800,헉,1
4966800,ㄷㄷㄷ,1
4966800,똥내나서 도망간다,6
4967400,똥칸 개무적이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4967400,인식하는거같은데,6
4968400,어?,6
4969000,일단 소리인식 확인,6
4969183,듣자나 왜그래 ㅋㅋㅋ,6
4969600,똥칸배리어야임마,6
4969600,무적존 확인 ㅋㅋㅋㅋ,0
4970000,머하나 ㅋㅋㅋ,0
4970200,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4970383,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4970383,똥칸엔 못 들어오나,6
4971000,듣나보네,6
4971600,대답은 하는데 뭐냐,6
4971800,화났어요 에렌,6
4972200,쟤 새끼 아니다 성채,6
4972383,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4972800,왜!!!,6
4972800,노래 한소덜 ㄱ ㄱ,6
4972983,대답해주네,6
4973200,ㅋㅋㅋㅋ,0
4973350,안 오나봐,6
4974400,똥칸 무적 확인 ㅋㅋㅋㅋㅋㅋㅋ,6
4975200,진짜 에렌아니냐,6
4975400,ㅋㅋㅋㅋ대답하네,6
4976183,대답 잘하네,6
4976400,무적존 크리어,6
4976400,못 찾겠지ㅅㅅㅅ,6
4977400,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4979200,ㅋㅋㅋㅋㅋㅋㅋ,0
4979383,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4979383,호,6
4979983,듣기도하면,6
4980200,무적존,6
4981400,ㅋㅋㅋㅋㅋㅋ테스트중ㅋㅋㅋㅋ,6
4981800,밀당봐라,6
4982200,못오내 ㅋㅋㅋ,6
4982600,카이팅 ㅅㅅ,6
4982600,와리가리 ㅋㅋㅋ,6
4982800,파로마,6
4983200,위에,6
4983200,화내기 ㅋㅋ,6
4984000,누가 토하냐,6
4984183,위에서 보고있으면 ㅈㄴ무섭겠다 ㅋㅋ,6
4984183,대답하는거아냐ㅋㅋㅋㅋㅋㅋ,6
4984183,열까 말까 열까 말까 열열열열~,6
4985400,헐,1
4985800,파로마,6
4986600,헉,1
4987000,바로 문닫기 ㅋㅋ,6
4987200,예전에 둠 게임 소린디,6
4987800,위에봐봐,6
