time_ms,chat_message,label
338845,우리 용범이 재산도 래버에 박아야지?,6
338911,외국인들 놀이터,6
339572,홀짝,6
340729,이게 도박이지 주식이냐,2
341208,오늘 레버리지 인버스 다 죽은날 입니다,6
341361,먹은자가 승리자다,6
342169,코인 개잡주네,6
342193,이러다가 강원랜드 망한다고 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
342430,하이닉스 인가?,6
342501,형 방송하자마자 빠지는데,6
343785,본주도 ㅋㅋ,6
344447,?,6
344617,이딴게 주식....?,1
344830,위아래 다발라먹는구나 외국인이,6
347002,숏 롱치면 하루만에 50% 먹겠네,6
347391,"여러분, 이제 강원랜드 갈 필요 없습니다!!!!",6
348207,2배 짜리 너무 재미있어,6
348500,누워있다가 오늘 못 참고 손절했는데,6
348641,레버리지는 저거두배,6
350511,단타해서 손실 매꿔야하나요 ㅎㅎ,6
351120,이정도는 해야 외국인 들어 오는게 아니겠나요,6
351142,이게 대한민국 2황 주식 차트라고??,6
352241,어질어질하다,6
352522,개인이 사고팔고 해서 그렇다는 건가요?,6
353928,다이나믹 코리아,6
354095,마무리 좀 힘냈으면 ㅠㅠ,3
356781,저거 코인거래소에서 레버리지 50배 쳐보면 아주 짜릿해요,6
357067,어어 빠진다,5
357408,레버리지50 인버스50 이러네 어떤 ㅅㄲ냐,6
357983,도대체 무슨깡으로하는거야? 그 깡으로했으면.. 다 잃을각오는된건가? 울 와이프보니까 잃는다는건 사전에 없긴하더라.,6
358090,나라 망하지 않고서야 이럴수가 있나,6
358126,외국인 많이 들어옴 ㅋ,6
359187,버핏도. 국장의 말로는 노숙자다,6
360349,하이닉스 시총에 저렇게 움직이다니 ㅋㅋ,6
360490,어지럽다,2
361205,합법토토 코스피,6
361442,이거 종배 각인가요?,6
362361,오늘 190만 마무리 하려나,6
362373,거래량은,6
363088,그냥 오늘 cpi 나스낙이나 하자,6
364126,레버리지 털어버릴려나 보네,6
364209,매도 금액 회복중이예요ㅠ 어떻게,6
364856,즐겨~~ 재미있자나 ^^,0
365717,도파민 터지네,0
367381,이거 진짜 예측이 가능해요?,6
369595,외인장이야,6
370283,이러다 보합가겠네...,6
370471,진짜 다이나믹 코리아다. ㅋㅋㅋ,6
371633,하이닉스 본주장이 단타장이되어버렸내요 ㅠㅠ,3
371849,분봉단타가 답이가요,6
372236,우릴 갖고 노는거 같아……,5
372824,핸들 쥐고 있는 놈은 하루에 얼마씩 버는거야,6
373163,단일종목 레버리지 투자자 93프로가 손실이라던데,6
373478,그만 좀 내려라 전기 ㅠㅠㅠㅠㅠㅠㅠ 아놔 ㅠㅠ,3
373617,합법 강원랜드,6
373783,와...저점에 샀다~~~ㅋ,6
374156,400가즈아,6
374475,강원랜드 장사 접어야함 ㅋ,6
374987,이건 뭔가 있다,6
375214,작전주 인가요?,6
376713,레버리지 20퍼씩 움직인거네,6
379321,이걸 어케 예측하는거임?,6
379399,우린 힘이 하나도 없ㄷ어 ㅠㅠ,3
379529,지금 얼마냐?,6
379664,이게 무슨 변동폭이에요?,6
381634,도박장이 한국 증시였나 ㅋ,6
384589,오오 라이브다,6
386223,강원랜드 왜 가냐고.,6
386935,전문가가 의미가 있나요? 이런장에,6
387391,ㅋㅋㅋ,0
387690,심전 외인 순매도 ㅋㅋ,6
389646,"I Say 영, you say 차",6
390226,토쟁이들아 국장 주식으로 와라,6
390526,주식 하면 되는데,6
391966,영,6
392274,ㅎㅎㅎㅎㅎ,6
394287,못해요.. 난 아니여 ㅠㅠ,5
395293,시장에서 야바위가 맞출 확률이 더 높겠다,6
395401,오 라이브,6
395446,형 저 살려줘요,6
395914,하이닉스 다시 400가자 !!\,6
396984,오늘 50%도 먹을 수 있었음. 레버리지로는,6
398377,석재형 나 힘들어,6
399010,본주도 만만치 않음,6
399991,천하제일 단타대회,6
400668,왜 이제 오셨어요 ㅠ,6
401180,지수 왜 뜌 떨어질라하죠,6
402657,위 아래 위위 아래~~~,6
402659,단일종목 레버리지를 왜 만들었나고ㅋㅋㅋ,6
402789,강원랜드 왜감?,6
404130,극과극 ㅋㅋ,6
405879,차,6
406276,라스배가스? 왜가,6
406686,강원랜드는 진짜 노잼.. 코인도 노잼... 하닉 2배 짜리 꿀잼,6
406901,아침에 -6천찍었음 지금 -3천,6
407739,그래서 제 하닉은 -51%에여,6
408255,코인이나 토토하는애들은 국장쫄려서 못함,6
408422,돈벌기 쉽다 홀짝 50%확률 올라가 매수 내려가? 매도,6
408544,나죽어,5
408580,이럴 때 기관 투자자의 마인드는 뭘까요 ?,6
409776,거의 사파리여,6
411835,이야~~ 저런 롤러코스터 타본사람 증말 대단하다~~~,6
412209,뭐죠 w자 탈모 곡선인가요?,6
412333,이런데도 레버리지 하는 사람들이 대단하다,6
413021,외국인이 엄청 들어옴,6
414585,쐇으니 터나여..,6
414707,지금 다시 찍어내리는 중,6
414968,슈카형. 오늘 개미 매도를 체크해주세요. 엄청팔았어요,6
414972,그러게요 단타대회네요.. 뭐 와,1
415474,하루 60퍼,6
416330,ㅋㅋㅋ,0
416353,ㅇㅈ한다,6
416425,주식 시장 맞아요?,1
416967,강원랜드가 멀리있는게 아니다 ㅇㅇㅇ,6
418500,저점 고점 2번,6
419951,못발라먹어,6
420607,힘들었다구여ㅠ,3
421178,우아래 우아래 싺다 발라 먹어줄게,6
421182,아 광고왜케마너,6
421320,아ㅠ 너무 불안해요 매도 할땐 휴 했는데 저만 내리고 갈것같아요ㅠ,5
421401,발라먹으면 돈이 얼마야,6
422329,와 저게 주봉이여도 개잡주인데,6
422651,이게 원인도 모르는 주식이라니,6
423634,하이닉스는 내가 놀때가 아니네,6
423749,위아래로 발라먹으면 신이지,6
424296,주식 신이와도 못발라 먹는다,6
424621,형님 저는 런던장이라 3배 레버리지입니다..,6
424724,그건 먹을자격잇다,6
425770,영차,6
426647,개고수지 그럼,6
427746,ㅋㅋ,6
427840,슈카형 이런장이 뉴노멀인가요? ㅋㅋㅋ,6
428222,필리핀 차무식 보고잇냐,6
428630,니니 안오시나요,6
429209,ㄷㄷㄷㄷ ㅠㅠㅠ 녹아녹아 ㅠㅠ,5
429413,미친 나왔다,1
429894,그것도 삼전 하이닉스가,6
430122,닉스랜드 개미탕,6
430927,돌맹이 모드,6
431143,도박장 따로 읍다,6
432091,슈하,6
432192,맞아요. 오늘 닉스 본주도 25만원 이상 차이였어요,6
432236,개인들 익절인지. 손절인지. 무지 팔고나갔습니다,6
432473,위 아래로 발라 먹다가 죽어요~~~,6
433055,이걸 다 해먹었으면 진짜 레전드,6
434033,발라 먹을수가 없지,6
434699,mts가 강원랜드지,6
435056,4848,6
435707,하루만에 졸업,6
435949,오늘,6
437091,미장 보면 오늘 지수 양봉이 말이되나? 사기꾼 놈들,6
439276,와 저러면 쌉고수죠,6
439525,껄무새인거죠,6
439668,뭐야 재밌는거 지들끼리 했네,6
441976,그건 먹을자격있다,6
442432,그러게요 그냥 먹어야되네요,6
444113,무슨 코인도 아니고,6
445405,말도 안되는 발라먹기,6
446334,그게 되냐고 ㅋ,6
446534,78,6
446545,위아래로 발라먹었으면 진도준임 ㅇㅇ,6
446758,오늘만 15퍼 변동이야 ㅋㅋ,6
447492,이건 무슨 코인인가요?,6
447648,발라먹은 사람있으면 리스펙해야지 ㅇㅇㅇ 저건 존경해야할만함 ㅇㅇ,6
447850,분봉을 주름을 펴서 먹는다? 와우,6
448350,누가 그렇게 먹어요 ㅋㅋㅋ,6
448621,우와,6
448969,아니죠,6
449023,어떻게 다 발라먹나 ㅋㅋㅋ불가능하지 ㅋㅋㅋ,6
449074,그걸 먹으면 인정,6
449205,그건 신이지ㅡㅡ,6
449340,78% ㅋ,6
449994,점쟁이도 못발라먹어,6
452494,헐,1
453616,겠냐,6
453673,재산이 2배,6
454117,파이어 가능,6
454572,석재형님 오늘 토론회는 어떻게 생각하시나요,6
454747,단타는 정말 아무나 하는게 아니네 ㄷㄷ,1
454849,코인급,6
455575,하루만에 졸업 ㄷㄷ,1
455753,개고수,6
455801,이걸 어떻게 맞춰,6
456284,정보: 비트코인은 오늘 1프로 움직였다,6
456970,저건 못먹는거냐..... 그걸 어케해,6
458020,무당 아니누,6
458801,더하면 안되지 곱해야지,6
458902,상상으로 발라먹기,6
458928,계산상은 ㅋㅋ,6
459169,ㅜㅜ,3
459202,ㄹㅇ 개어지럽다 ㅋㅋ,2
459542,복리로 먹는거니까 더 커요,6
459737,하루에 두배,6
460147,형님 저는 런던장에 3배 레버리지라 굉장히 어지럽습니다.,6
460845,"발라먹긴, 발렸지",6
461318,2배 인버스도 있잖아요,6
461322,코인도박장으로 소문난 코스피 ㅋㅋ 이유도 없이 오르락내리락,6
461332,뭐 발골 장인이냐,6
462153,겠냐,6
462360,꺼꾸로 잡았으면?,6
463628,복리로 2배 ㅋㅋ,6
464045,쉽죠?,6
464860,레버리지로 발라먹기 ㄷㄷ,6
465129,어케 저걸 다 먹어,6
465538,30퍼만 발라도 신일듯,6
465855,저걸 어케 다 발라먹어요..,6
466441,꾼들은 그렇게 다해먹었죠,6
466721,쯔양도 그렇게 못 먹음,6
467181,미수로 사용하면 하루 300%도 번다,6
467488,그딴거 분석하지좀 마여,6
467630,저걸 발라 먹을 정도면 괴물이지 사람이 아님ㅋㅋ,6
467714,평단가를 19000원에서 물타기 해서 14000원까지 내렸당..ㅎ,6
467916,저걸 맞추는 사람있음 주식 천재인듯,6
468073,형 인버스도 생각해야지,6
468250,돈 복사 버그 ㄷㄷ,1
468566,곱해야되긴한데,6
468897,82,6
469156,단타 어케 먹냐 ㅋㅋㅋ 니 도준이가,6
469253,엇박탔으면?,6
469610,어허 복리로 해야죠,6
469663,다는 못먹지.. 20퍼 먹으면 잘한거지,6
471509,복리로 해야죠,6
471631,권장방송인가요??,6
471785,먹을수 있을까요.? ㅋㅋㅋ,6
471912,이론상 한달이면 일론머스크 딸 수 있음,6
472074,아 오늘 진짜 발려서 개짜증남 ㅡㅡㅋㅋㅋ,6
472246,핸들링 하는 메이저는 하루에 돈 복사 ㅋㅋ,6
472850,왜 이래 아마추어 같이 //,6
473439,신이다,6
474140,거꾸로 잡으면 발린거잖아,6
474265,인버스도 다 발라먹어야죠,6
474423,개미핧기도 아니고 개놈들,6
474847,저걸 맞출수있는 사람이 있음?,6
475204,그걸 거꾸로 했다면?!!,6
475439,이게 됨?,6
476458,맙소사..,1
476516,크,1
476641,거꾸로 잡으면?,6
477042,졸라 재미있어 ㅎㅎㅎㅎ,0
477276,종필아 그만해라,6
478078,불가능,6
478090,35만층에 사람있어요,6
478090,신의 매매 ㄷㄷ,1
479073,토스증권 주간 1위 보면 저렇게 매일 몇억씩 발라먹는 애들 있더라,6
479210,복리로 봐야죠,6
479392,엇박나면 80퍼날렷다,6
479967,머야 자고일어났더니 올랐네,6
481128,확률적으로다가 접근해야지~~~너는 그렇게 감으로 거냐!,6
481256,그런 사람이 있을까요?,6
481278,으마으마하다..,1
481452,신의매매 ㅋㅋ,6
481567,다발라 먹었으면 109프로임 복리,6
481716,졸업~,6
482005,신의 눈,6
483126,단 몇시간 만에 ㄷㄷ,1
483792,레버리지 제재들어간다니까 한꺼번에 급하게 해먹은거지,6
483800,걍 도박장보다 더 하다니까,6
484151,오늘 때문에 레버리지 더 하겠는데,6
485037,슈황 시작하고나서 맨날 떨어지는거같은데...,5
486673,오늘 하루만에 100프로임 복리로 보면,6
487020,와 포모온다,6
487073,하루 1억가능 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
487098,신이다,6
487278,이론상 80프로,6
487994,정말 신의 손으로 1주일만 굴리면,6
488170,드가자,6
488405,슈카는 왜 안먹은거임?,6
488824,8% 먹어도 좋으니 그냥 천천히 올라가자,6
488845,발라먹기 잘하자,6
489096,ㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊ,6
489649,ㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉ,6
489715,저거 코인판에서 하면 몇배로 먹었겠다,6
489879,너무하시네,6
490139,대박이다 정말 ㅋㅋ,6
490230,챱챱챱,6
490469,아직 덜물렸구나,6
490588,타임머신타야가능,6
490931,위아래로발라먹는 ㅋㅋㅌㅋ,6
491157,엇박이몀 80퍼 날렸다,6
491956,반만 먹어도 40%,6
492624,그걸 어떻게 먹어요,6
492816,하루 일당 1억 ㄷㄷㄷㄷㄷ,6
493260,10억이면 8억 벌수도있었네,6
493578,"이형 ""소금자산운용"" 시작 한거야 ?",6
494056,반대면,6
494715,이야,6
495291,복권보다야 확률 높으니까,6
496705,"그게 뭐에요 토하고 먹고, 토하고 먹고...완전 삭이장애네",6
496849,그정도면 월가에서 모셔가야한다,6
497412,엇박자,6
497572,돈복사 무제한임,6
498065,나락 ㅋㅋ,6
498245,복리로 110프로 넘음,6
498352,신의 반대 매매는 몇분 있으시던데 ㅋㅋㅋ,6
498568,내 손 안의 강원랜드,6
498785,카지노 왜 가노.. ㅋㅋㅋ,6
499001,금감원!,6
499113,토스증권가면 주간 1위들이 저렇게 하루에 몇억씩 발라먹어,6
499492,-80 매매,6
500087,국장 졸업ㅊㅊ,6
500200,어....,1
500443,어...,1
502163,니니,6
502375,퇴ㅡㅡㅡㅡㅡ학,6
502724,청산 ㅋㅋㅋ,6
502751,레버러지 조작 방송 같음.. 고마하셈..,6
503474,ㅋㅋㅋ,0
504700,ㄷㄷㄷ 엇박나면 바로 한강각인데,1
505587,이게 주식이냐,1
505627,반ㄷㅐ면 걍 청산이네 ㅋㅋㅋ,6
505871,황말올 황말올,6
506154,경제유튜버란 사람이 그딴소리를,6
506523,돈이 복사가 되자나,6
507523,역시 레벌지,6
507547,에라이,6
508317,한강 가야지,6
508927,돈벌기 쉽네,6
510927,복리로 109퍼여 슈카형 ㅋㅋ,6
510993,맞나요? 스위칭하면 복리아님?,6
511234,로꾸거,6
511698,음의 복리로 80 더 나감,6
511727,공부하면 확률높은 로또,6
512314,100프로 잃죠,6
513044,신의매매 ㅋㅋ,6
513301,라스베이거스 여깃네,6
514012,주식 수비네,6
514282,전 엇박이에여,6
514553,쉽다,6
515005,레버리지가 답이다,6
515011,쉽네,6
515341,이게 어려워??,6
515873,복리라 80넘어요,6
516055,퇴학과 졸업,6
516529,위아래로 발라먹기~,6
516571,단타장소 하이닉스 ㅋㅋㅋ,6
516901,코인방송 아니죠?,6
517004,돈벌기 쉽네,6
517143,주식 쉽네...,6
517933,와 쉽다,6
519248,돈이 삭제가되저노,6
519779,쉽네 쉬워,6
519873,그 쉬운것을 못하네 참내~,6
519971,진짜.. 단타 무섭네 ㄷㄷ,5
520208,쉽네,6
520275,복리로 100퍼 넘음,6
520296,일왜하노,6
520352,저거 발라 먹는 개미들도 있다니까,6
520847,그게 어렵나?,6
521111,부추기는 느낌이고,6
521942,레버리지로 가자,6
522648,결과론적이군요..,6
523047,저거 다맞추면 신보다 전능함,6
523170,하닋익절,6
523524,석재형 오늘 토론회 어떻게생각하시나요?,6
523713,고점에서 팔고 저점에서 사면 되잖아,6
523836,저거 인버스인가,6
523923,쉽게 돈버는법,6
524063,트레이더 많네 ㅋㅋㅋ,6
524120,쉽다 쉽어,6
525569,돈복사,6
525653,개그맨?,6
525999,따라했다가 자산80프로가 삭제당했습니다,6
526230,이게 핵심이네 ㅋㅋㅋ,6
526379,도박맞네 ㅋㅋ,6
526431,아주 쉬운 주식강의,6
526484,겨우 -80%?,6
526775,미수사용하면 500%가능하다,6
527060,소문나서 외인들 돈싸들고 몰려오겟네,6
527603,형 어제 던지라며!!!!,6
528067,저중에 하나는 몇분만에 돌려버리던데,6
529051,이게 코인이지,6
529100,무한 동력이네..,1
529526,주식계의 밥로스 아저씨 슈키형,6
530215,그가 샀습니다..,6
530368,주식 너무 쉬운거 아닌가,6
530580,현실은 다르다는거,6
531098,로꾸거 로꾸거 로꾸거 참쉽네,6
531601,니 도준이가,6
532288,슈카피셜) 주식 쉽다,6
532830,쪽집게 과외,6
533036,레버리지로 인생역전,6
533412,ㅋㅋㅋ 주식 쉬어요,6
533651,형 지금 잘때가아니야 국장 도륙났어,6
534561,돈삭제하는법,6
536002,ㄷㄷㄷㄷㄷㄷ,1
536428,현물거래가 먹기 좋지,6
537947,뭐야,6
538805,정말 레버리지란....,1
539056,진짜 그 사이에 멘탈은 분쇄기 착즙 수준,6
539115,파도타기만 잘하면되네,6
539118,이게 진정한 개미털기에여?,6
539738,개잡주보다 더심한 개잡주 무빙,6
539833,가능한거냐고,6
540462,참 쉽죠잉~,6
541268,아까 했어야지~!!,6
541689,휴~~~물타기 해서 평단가 많이 내렸네요.,6
541829,미친 ㅋㅋㅋ,6
542099,뭐야 왜 안떨어져,6
542240,대충? 돈 버는게 장난이야?,6
542261,SKHYUSDT.P 매매하면 더 벌 수 있죠,6
542588,진짜쉽네,6
543078,쉬웁다 주식,6
543686,참 쉽죠??,6
543899,갓 분 봉,6
544164,레버에 돈일 몰릴수밖에,6
544233,슈도준!,6
544311,하루차트ㄷㄷ,1
545464,슈카님 오늘 토론회 어떻게 생각하시나요,6
545851,코인왜하냐,6
546040,차트가 백두산같아요,6
546348,진도준도 이건 못먹음 ㅇㅇ,6
547127,쉽다 쉬어~~,6
547513,하루만에 인생역전,6
547602,가위바위보 보다 쉽다 ㅋㅋ,6
548160,하이닉스 차트 정신병걸릴것같아요..,6
548821,슈카님 오늘 토론회 어떻게 생각하시나요,6
548899,레버리지때문이자나,6
549618,하닉코인. 가나요?,6
550376,뭔 개잡주도 아니고,6
551234,비코 냐 ㅋㅋㅋ,6
551514,쉽다 쉬워,6
552585,이게 롤러스코스타지 ~,6
552764,석재형님 아침에도 차트 보셨나요,6
553303,드럽게 힘든 하루였어요,6
553577,"알상무가 코스피 1%에 끝난다고,예측 했는데 100%맞춤",6
553982,저따구 차트 나오는 거 자체가 끝물이라는 증거임,6
553983,진짜 희노애락 다 느낌,6
554380,하닉 그래도 19층 다시 갔네여,6
554903,국격이 올라가네요,6
555116,코스핀 7000회복 못하나,6
555446,어제말한 아래꼬리 길게 달린 빨간 양봉 나왔으까 이제 하락장 끝임? 낼부터 삼전 하닉 반등 시작임?,6
556209,쓰읍ㅋㅋㅋ,5
556489,와...,1
556529,토스 주간 수익 1위 하는ㅇ ㅐ들이 저런거 몇억씩 발라먹음,6
556843,이제부터가 진짜 재밌어지는게 아닌가,6
556990,와.. ㄷㄷㄷ 맙소사,1
557024,서핑만 잘해도 하루에 원금에 두배를 준대,6
557246,이게 주식이야 코인이야,6
558049,롤러코스터,6
558698,이게 도박장이아니고 뭐야 미친거아니냐고,1
559460,멘하라도 아니고...,1
560295,쉽다 쉬워,6
560476,하루 마이너스70도 가능,6
560680,인생 롤코,6
560971,30분봉 바닥 다지기,6
562222,슈카님 오늘 토론회 어떻게 생각하시나요,6
562424,개인이 5조를던지네,6
562598,어지럽다 어지러워,2
564668,헝..,3
565251,1억 박았으면 10억 먹을수 잇었네,6
565684,1등주가 저게 맞아?,6
566250,시바코인도 이렇게는 안움직여,6
566323,1년 파트를 본거같네,6
567261,말이되나 ㅋㅋㅋ,1
567276,마이너스 70퍼도 쌉가능,6
567366,기가막히네,1
567505,고맙읍니다,6
567857,"알상무 두번째 예언,목요일 폭락온다",6
568090,바로 레버리지 자금 털기,6
570277,롤러코스피네 -_-;;,6
570585,이게 시총 2위라고?,6
570806,펜데믹 메타버스 차트아님?,6
571435,가만 있어야지,6
571558,슈카도 많이 깨졌나보네 이렇게 비꼬는걸보니,6
571993,아빠 살려줘,5
574825,1분봉,6
575844,코스피 카지노 ㅋㅋ,6
575932,안녕하세요!!,6
576082,슈카님 오늘 토론회 어떻게 생각하시나요,6
578693,꼬리달고 올라가는거아니에여?,6
579216,개인이 던지는거 외인들이 다 받아 먹는장,6
579226,아침에 기분 않좋다가 오후에 다시 좋아짐 ㅋㅋ,6
579313,행님 변동성원인이 뭘까요,6
579424,언제팔어!!!?!,5
579509,단타를 어케 .. 와.. 못해 ㅠㅠ,5
579681,지금 들어옴. 이게 먼데?,6
581080,나쁘지않네,6
581645,차트가 스릴이 넘치네,6
581787,난 못먹었을뿐이고....,3
581923,레버리지하는사람 다 나가야 괜찮을듯,6
582034,찐만두인과,6
582207,아니야....,6
582261,3시 중요한 자리..,6
582286,진짜 전형적인 개잡주 무빙이다,6
582288,또 몬살게구네,2
582320,황 자를 아무대나 붙일수 있나??,6
582489,오호..오른다,6
582539,이딴게 시총2위라고??,6
582712,개인은 압니다...지금 물리면 몇년이 걸릴지..,6
583686,티익스보다 더 가파르네,6
584926,오 이제부터네,6
585666,죽은고양이,6
585885,오오 예쁘다,6
585957,몰빵 가즈아!!!,0
585980,치금이니,6
586346,주봉으로 한 번 보세요 뭐가 보여요,6
586717,형 거래량 바봐,6
586819,그러면 다행이죠..,6
586956,이제 내려갈 차례네 숏치러갑니다,6
587617,꼬랑지 귀여워,6
588371,아몰랑 제자리에 빨리 되돌려줘잉.,6
588434,치금이뉘?,6
588524,꼬리에서 주어봤읍니다,6
588828,니니 여보 건강해져,6
588924,풀신용 드가자~~,6
589135,꼬리가 좀 짧은데?,6
589139,이정도면 조울증 환자 아니냐?,6
589624,살려주세요,6
590092,내일 바로 번지 ㅋㅋ,6
590392,와 슈카님 이러니까 프랍 트레이더 출신같아요 ㄷㄷ,6
590652,죽은고양이,6
590720,응 막판에 박어,6
591716,나야 나 ㅋ,6
591917,이시간에?,6
593002,또한번 내려릴거같음 ㅠ,6
593137,무조건 하락 ㅅㄱㅋㅋ,6
593409,R의 예언,6
593637,빼꼼 ㅋㅋ,6
593773,차트의 마법사 슈카 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
594165,치금이뉘,6
