timestamp,chat_text,top_emotion,joy_pct,embarrass_pct,anger_pct,anxiety_pct,hurt_pct,sadness_pct,neutral_pct
104.0,_____ t hahohahal23 와한번에 hahohaha123 더 미퓨미8크우우우우 Oo esjo2873 빨간실 종결침대 수택이 크크크,기쁨,51.32,2.92,7.5,3.33,6.11,4.36,24.46
105.0,hahohahail23 와한번에 [_浦門] hahohahaii23 OK 可비르우우우후 Scsjo2873 귀여워 종결침대 O0illil1xie 진지하게촘무섭긴하네이겐은,중립,16.66,2.67,7.38,2.58,5.37,3.67,61.67
106.0,C0 csj02873 옥빨간실 수댁이 크타크크크 _0illi-0xne 궁n[이레위교로함물너위y고 _우스에4 [돼지킹y아,기쁨,51.83,2.64,7.24,2.4,5.02,3.53,27.34
107.0,느 { Co illi-l-xike 긍性이커위R금묻터위y고 _우스에4 카크크크크티터크크터 [돼지킹y아 말왕이면이번판아침7씨까지함 0개99강화비둘기 뒤에서자꾸쉐도우복싱을크크 ofijamjdhdh 와 맛도리용 핑핑크크크크크크크,기쁨,51.75,2.7,7.13,2.52,5.0,3.65,27.24
108.0,- _ dilli-]1-xie _一우스04 카크크크크크크크크터 __돼지킹y9r 말왕이면이번판아침7시까지함 1199강화비둘기 뒤에서자꾸쉐도우복싱을나 으 Jjamijdhdh 와 맛도리용,기쁨,52.19,2.73,6.6,2.23,4.03,3.38,28.84
109.0,__-r 는 0 +는 _ _구우스C4 코크크쿄크크크크크크 日돼지킹y9r 말왕이면이번판아침씨까지함 I롤머휘26612I 뒤에서자꾸쉐도우복싱을크다 Crjamidhdh 와 맛도리용 핑핑크크크크 _x t hahohaha123 크크크크크,기쁨,51.64,2.68,7.03,2.54,5.04,3.58,27.49
110.0,+  conn - 볼 __ _우스C4 크크크크티크크크크크 이99강화비둘기 뒤에서자꾸쉐도우복징을코트 COEijamjdhdh 와- 맛도리용 [_宮 hahohaha123 크크크크크,기쁨,51.83,2.74,6.58,2.55,4.37,3.7,28.22
111.0,이0돼지킹y9r 1299강화비둘기 뒤에서자꾸쉐도우복징을크타 Jjamjdhdh와 어미맛도리용 hahohahal23 크크크크터 크크타크크크,기쁨,51.77,2.72,7.25,2.52,5.12,3.66,26.96
112.0,[Douser-gq8ih6kf5g hahthahai23 버o킴요 [eay Changeo684 카크크크크크 I fo옴tD으 극요 Blo-b6z-AEe 손? 오化맛도리용 걸렸다,기쁨,51.24,31.98,6.61,2.04,3.92,3.24,0.98
113.0,10 user-gq8in6kf5g 침대밑에서나올듯 hahohahai23 버lo읊요 Eg Changeo684 터크크크크크 오징어는 _건방29q-o1g손?,기쁨,50.66,31.83,6.58,2.28,4.29,3.39,0.98
114.0,Hahohaha123 그 Changeo684 크크크크크 오징어는 r건방-z9g-o1q슨? 티化맛도리용 뭔데저거 [2톨머휘2662,기쁨,48.99,31.12,7.17,2.57,5.72,3.49,0.95
115.0,오니맛도리용 뭔데저거 ] 톨머휘266! ' hahohaha123 손가락드터트 [99강화비둘기 손 이 Changeos84 퓨트 eeeeeeeeeis 저주인형?,당황,1.21,43.05,8.07,3.83,7.1,4.55,32.19
116.0,금모페릿 17199강화비둘기 + hahohahal23 손가락리터리트 톨머휘2661기 손 Changeo684 퓨트 eeeeeeeeei-s 저주인형? 00 hanserif307 징싱맨,중립,1.16,3.16,9.81,4.12,10.83,4.68,66.25
117.0,2톨머휘은66 - ? _x hahohaha123 손가락_트 톨H휘26612 손 Changeo684 퓨트 eeeeeeeeei-S 저주인형? a  hanserifs0z 싱싱맨 _ a hahahohajjang 손인데요仁帝,중립,1.51,32.92,6.76,3.28,4.88,4.4,46.25
118.0,Hahohaha2 0기99강화비둘기손 Changeo684 퓨트 eeeeeeeeeiEs 저주인형? hanserif30z 싱싱맨 i r hahahohojjang 손인데요니 C0csjo2873느 한시간 -+,중립,1.33,2.81,8.21,3.18,7.04,4.15,73.29
119.0,[112199강화비둘기손 Change0684 퓨트 저주인형? eeeeeeeeei-s hanserifs0z 싱싱맨 hahahohgljang 손인데요도 C0 csj02873 나니한시간 I롭머화266L7이,중립,1.25,2.89,9.05,3.33,8.89,4.13,70.46
120.0,Leeeeees 시구반성8 Hanserif30z 싱싱맨 [_ag hahahohajjang 손인데요紫 0 csj02873 ㄴㄴ 한시간 롬H26602 손 +_북북k9h 룸커요하이는 나오는게개사악하네마치월트컵먹히면안될골먹히 어가야할골안듭어가는거처럼,중립,1.5,2.74,7.54,2.86,5.79,3.96,75.61
121.0,Eeeeeeees시f킨경 _e hanserifs0z 싱싱맨 [_ a hahahohajiang 손인데요르 0csj02873 너느 한시간 [1099강화비둘기 손 디_북묵k9h 게임의진짜나올땐안나오고무방비 나오는게개자악하네마치월트컵먹히면안될골먹히 어가야할골안들어가는거처럼,중립,1.39,32.84,7.42,3.16,5.8,4.2,45.2
