time_ms,chat_message,label
3487645,애교는 댱이님 한테만~,6
3487749,(애교 아님),6
3487821,또 공략 보고 함?,6
3487843,(애교아님),6
3487874,카에데양....,6
3487879,카에데양,6
3487956,애교아님,6
3488042,(애교 아님),6
3488066,애교아ㅇ뉨,6
3488372,드가재ㅐㅐㅐ,6
3488413,카에데야앙~,6
3488418,드가자ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,6
3488436,애교아님 ㅋㅋ,6
3488700,근데 참가자가 한명이면,6
3488721,푸키몬퀴주,6
3488784,드가자,6
3488802,애교아님.,6
3488836,(애교아님),6
3488843,(애교아님),6
3488967,ㄱㄱㄱㄱㄱ,6
3489062,모치츠키양,6
3489098,모찌양..,6
3489403,(애교아님),6
3489504,둑,6
3489584,(애교아님),6
3489631,애교 야님,6
3489659,{:d_108:}{:d_108:}{:d_108:}{:d_108:},6
3489777,모치즈키양,6
3489809,(애교 아님),6
3489931,애교아님,6
3490103,(애교아님),6
3490110,소원의 별좀 해라 진석아,6
3490317,에데양~,6
3490559,(애교아님),6
3490685,규리양,6
3490995,퀴즈쇼가 아니잖아,6
3491033,(애교아님),6
3491567,ㄱㄱㄱㄱㄱㄱㄱ,6
3491575,재밌겠다,6
3491682,웨교아ㅜ님,6
3491777,카에데양..,6
3492053,(애교아님),6
3492530,포맞,6
3492612,(애교아님),6
3492698,치즈양,6
3492784,드가자,6
3492999,의역) 그때는 애교였음,6
3493485,모치즈키카에데 양(애교아님),6
3493511,윤상,6
3493518,오,6
3493645,드가자,6
3493808,가자잇,6
3494072,카에데양~,6
3494184,카에데양...,6
3494320,모찌양,6
3494414,공업용 포켓몬,6
3494724,룰 뭐임?,6
3495228,ㄱㄱㄱㄱㄱ,6
3495394,가보자가보자,6
3495435,치즈치즈,6
3495564,{:d_57:}{:d_57:}{:d_57:},6
3495606,애교임,6
3497020,틀렸다고 무분별한 욕설은 자주해주시기바랍니다.,6
3497419,ㄱㄱㄱ,6
3497511,{:d_108:}{:d_108:}{:d_108:}{:d_108:},6
3497525,양,6
3497543,{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:}{:yunzinSsd:},6
3497556,카에데양~,6
3497691,애교아님,6
3497898,방송 안에 방송 안에방송 안에 방송 안에,6
3498015,애 교 부 리 기,6
3498217,윤상,6
3498989,외노자를 모셨어,6
3499000,맞히기...,6
3499161,ㄷㄱㅈ,6
3499318,카에데양...,6
3499559,카에데양,6
3499723,(애교아님ㅋ),6
3499791,상,6
3499984,상,6
3500192,단풍좌,6
3500207,카에데양(애교아님),6
3500314,근데 뭐 어케하는거임?,6
3500350,카에데상,6
3500647,카에데양~,6
3500691,ㅋㅋㅋ,6
3500714,상,6
3500810,상ㅋㅋ,6
3501055,ㅇ에?,6
3501228,(애교아님),6
3501301,군?,6
3501322,카에데상,6
3501350,가보자,6
3501352,양,6
3501442,군,6
3501732,한번만~,6
3501976,윤주 애교머신,6
3501992,카에데 샹,6
3502042,양,6
3502183,!!!,6
3502346,카에데 상~~~~~~~~~,6
3502435,{:d_94:}{:d_94:}{:d_94:}{:d_94:},6
3502454,ㄷㄱㅈ,6
3502544,상~,6
3502703,아.....,3
3502853,포맞퀴 카에데양과 함께,6
3502874,현직 일본인이 말아주는,6
3502881,애교아님,6
3502909,상,6
3502937,일본인임?,6
3502953,상,6
3502962,카에데상 처음 뵙겠습니다,6
3503042,카에데상,6
3503240,씨 붙혀라 댱이가 있는데,6
3503342,상,6
3503798,(애교아님),6
3503829,카에데양(애교아님),6
3503943,카에데상,6
3504169,먼닉소속 카에데상,6
3504567,카에데상,6
3504575,{:d_109:}{:d_109:}{:d_109:},6
3504635,앞으로 방송 키고 해라,6
3505448,ㅇㅋ,6
3505473,카에데 성공했,6
3505566,카에데양~,6
3505612,양양,6
3505823,짱,6
3505997,상,6
3506435,카에데양...,6
3506500,굿,6
3506518,카에데상...,6
3506552,윤상,6
3506625,모치즈키상,6
3506662,스시녀와 함께,6
3506694,윤상,6
3506982,참가자임?,6
3508256,모찌양 재밌는 분이지,6
3508362,진짜 일본인임??,6
3508378,카에데상~,6
3508761,전직 일본인도 있나?,6
3508805,현직,6
3508902,슬슬 합방시간 아닌가요??,6
3509010,니혼진,6
3509245,현직 일본인,6
3509529,카에데쨩,6
3509721,상,6
3510546,현직?,6
3510611,현직은 ㅋㅋㅋ,6
3510734,직?,6
3510909,ㅋㅌㅋㅋㅋ,6
3510925,외노자와 함께,6
3510927,현식!,6
3511099,윤상,6
3511194,카에데상!,6
3511209,ㄷㄱㅈㄷㄱㅈㄷㄱㅈㄷㄱㅈㄷㄱㅈ,6
3511393,윤상,6
3511573,현직?,6
3511615,상,6
3511624,ㄹㅇ일본인 ㄷㄷ,6
3511757,카에데상 (애교임),6
3511786,윤상,6
3511901,윤영,6
3512042,현직이셔,6
3512431,드가자이,6
3512501,포켓몬 고향,6
3513078,카에데샤앙..,6
3513081,현직 ㅇㅈㄹㅋㅋㅋ,6
3513096,ㄱㄱ혓,6
3513142,직업이 일본인,6
3513211,카에데상?,6
3513333,현?직,6
3513421,본토처자셔?,6
3513550,고고혓,6
3513565,일본인이 직업이냐고 ㅋㅋ,6
3513649,오..,6
3513665,현직일본인 ㅋㅋ,6
3513963,슈우웃,6
3514107,15,6
3514149,인....직,6
3514300,다 못맞추기만 해봐,6
3514358,틀리기만해봐라,6
3514510,ㄷㄱㅈ,6
3514532,전직은 뭐임?,6
3514731,카에데사아앙,6
3514799,전직은 뭐임?,6
3515036,또 여자야,6
3515600,현직 일본인,6
3515724,현직 니혼고,6
3515824,양지로 올라오려 하지마라 임마,6
3516254,현직?,6
3516307,정시입장,6
3516657,직업이셔?,6
3516679,타스트리머 비하 영구벤,6
3516796,ㄷㄱㄷㄱ,6
3517490,현재 직업이 일본인이라는게 뭔 말이야,6
3517653,전직도있음?,6
3517786,윤상,6
3517892,초면인가요?,6
3518065,김모찌양,6
3518078,전직은 뭐임?,6
3518134,진짜임,6
3518191,현직이 맞음?,6
3518283,95년생이라 귀가 슬슬 안들리는데 포켓몬 맞추기 를 오팬무 맞추기로 들었네,6
3518334,두가장,6
3518349,일본인이셔,6
3518356,さん,6
3518591,살기감지,6
3519175,전직은 뭐냐 그럼,6
3519265,ㄹㅇ이가,6
3519421,ㄹㅇ 니혼진,6
3519608,저분은,6
3519901,댱군~ 보고 있어?,6
3520417,한국말 못하냐,6
3520851,니혼지인,6
3520934,ㅇㅇ 맞음,6
3520955,현..직....,6
3520977,맞추기 드개재,6
3521019,가짜 일본인도 있음?,6
3521254,그때 마크에서 윤상 하시던분,6
3521442,신기하너,6
3521507,ㄹㅇ이가,6
3522044,본토인,6
3522615,?,6
3523081,진석쿤,6
3523144,그럼 일본어 이름으로도 나오나?,6
3523314,ㅔㅔ,6
3523343,여권,6
3523379,가짜 일본인이라도 있나요?,6
3523468,윤주권,6
3523771,가짜 일본인도 있음?,6
3523806,진짜 일본인임ㅇㅇ,6
3524184,아하 RP,6
3524495,오차즈케님은 뭐하시는분이셔?,6
3524955,진석쿤,6
3525192,?,6
3525346,??,6
3525366,영주권,6
3525484,?,6
3525543,?,6
3525816,ㄹㅇ이가,6
3525960,직업이셔?,6
3526108,모치즈키상,6
3526151,현지인말고 현직 ㅋㅋㅋ,6
3526179,시민권,6
3526199,국적?,6
3526272,시민권?,6
3526312,국적?,6
3526422,시민권자,6
3526610,진석쨩,6
3526966,영듀구ㅗㄴ,6
3526997,일본에 살잖아,6
3527263,가짜 일본인도 있음?,6
3527285,ㄹㅇ니혼진임,6
3527322,현지인?,6
3527706,그럼 뭐 가짜 일본인도 있음?,6
3527911,거기서 태어난,6
3527955,윤주권,6
3528174,국적이요?,6
3528253,인권,6
3528304,국적?,6
3528518,영주권?,6
3528601,인권,6
3528624,?,6
3528643,국적,6
3528764,시민권은 ㅋㅋㅋ,6
3528775,주권?,6
3528986,국적 이자식아,6
3529130,귀족임?,6
3529301,지면 포대장 반납해라,6
3529631,윤주궈ㅓㅓㅓㅓ언,6
3529835,진짜인가요?,1
3530132,ㄹㅇ이가?,1
3530152,진짜 일본인,6
3530201,일본 국적 보유자?,6
3530230,시대가 다르시지않나,6
3530452,국적,6
3530540,진짜 일본인이야?,6
3530563,"그 때 마크에서 윤상, 양키 이러시던분임",6
3530978,국적이겠죠..,6
3531115,전직은,6
3531131,국적?,6
3531338,걍 국적이 일본인데..,6
3531342,영주권?,6
3531413,그럼 가짜겠냐,6
3531620,와,1
3532014,권총,6
3532237,국적,6
3532355,현지인,6
3532397,국적,6
3532480,아이엠 영듀,6
3532717,비자?,6
3533090,국적,6
3533225,오차즈케,6
3533225,국적?,6
3533335,국적아니냐...,6
3533426,국적?,6
3533561,그런 RP?,6
3533604,국적,6
3533703,가짜일본인 저격인각요?,6
3533737,일본 국적,6
3533949,국적이 일본이신거아녀?,6
3534048,국적이요,6
3534153,니혼진,6
3534158,니혼진데스까,6
3534592,국적이요?,6
3534893,진석짜응,6
3534977,일본인님,6
3536183,전직은 뭐냐,6
3536409,한국 국적이셔?,6
3536592,가짜는 뭐임 그럼 ㅋㅋ,6
3536762,.,6
3536865,그냥 일본인인거잖아,6
3537402,국적이자나,6
3537431,PAKA ㄷㄷ,6
3538824,국적?,6
3538943,말차모찌츠키 카에데,6
3539647,국적이요 국적,6
3539816,국토대장정권,6
3539858,국적이 일본인임,6
3540822,윤주권 ㅋㅋ,6
3540945,그분 영주임 영주권이,6
3541241,가짜 일본인 많긴 하던데 ㅋㅋ,6
3541712,안뇽하세요,6
3541868,국적이 일본인인거잖아 ㅋㅋㅋ,6
3542288,가짜일본인은 머ㅜ야,6
3542754,포켓몬 종주국 ㄷㄷ,6
3543238,어우,4
3543505,어후,4
3543555,어후,4
3543601,울린다,6
3543710,?,6
3543772,옴닉 ㄷㄷ,6
3544175,어우,1
3544439,어우,1
3544580,소리가 여러번 들립니다,6
3544853,아뇽하세요,6
3544897,걍 일본에서 방송한다는데,6
3545106,안뇽하세요~,6
3545171,ㅏㅏ,6
3545254,하이~,6
3545348,{:d_94:}{:d_94:}{:d_94:}{:d_94:}{:d_94:},6
3545378,안녕하세요~,6
3545510,ㅎㅇ,6
3545845,아뇽하세요,6
3545873,가보자,6
3545944,오,6
3546025,하이,6
3546274,?,6
3546323,어후,6
3546455,hi,6
3546723,마이크,6
3546812,하이,6
3547202,곤니찌와,6
3547241,하이~,6
3547353,하이,6
3547435,울린다,6
3547659,?,6
3547712,HI,6
3547747,카에데상 ~,6
3547749,어우,6
3547959,울린다이,6
3548011,?,6
3548049,하이,6
3548109,Hi,6
3548273,울린다,6
3548355,아뇽하세요~~,6
3548391,어 어 어,6
3549142,하이퍼보이스,6
3549209,두번들려,6
3549282,?,6
3549520,인격분리가 되고 있으신데,6
3549546,하이퍼보이스를,6
3549621,카에데상은왜,6
3550050,ㅇㄴㅎㅅㅇ~,6
3550767,오우 하울링이,6
3551138,안뇽하세요,6
3552009,디스코도,6
3552424,하이퍼보이스,6
3552746,?,6
3553101,한국말 잘하시네,6
3553329,hi,6
3553355,하이퍼보이스가,6
3553430,왜 두번 들리죠,6
3554036,ㅎㅇ,6
3554380,오 해결,6
3555355,하이퍼보이스,6
3555683,오지터가 말하는거 같네,6
3556188,돌림너래,6
3556211,한국말 잘 하시네??,6
3556357,윤가상,6
3556402,카에데산,6
3556649,아령하세요,6
3556780,방갑습니다,6
3556855,방갑스무니다~,6
3556875,목소리가 두개지요,6
3556875,어흐,6
3556964,윤상,6
3557431,ㅋ,6
3557684,{:d_41:},6
3557815,에코보이스 뭐지요?,6
3558195,안뇽하세요~,6
3558335,귀가 너무아픕니다,6
3558828,{:d_54:}{:d_54:}{:d_54:}{:d_54:}{:d_54:}{:d_54:},6
3559377,ㅋㅌㅋㅌㅋ왤케 ㅁ귀여우시지,6
3559452,카에데상,6
3559536,자르지내셨나요,6
3559588,하이,6
3559831,하이퍼보이스,6
3560193,ㅎㅇㅎㅇ,6
3560259,말에 성조가있네 ㅋㅋ,6
3560280,윤상,6
3561280,소리 넘 커요잇,6
3561647,ㅋㅌㅋㅋㅌㅋㅋㅌㅋㅋㅌㅋㅋ,0
3561737,진지,6
3562646,진지ㅋㅋㅋ,6
3562656,윤상 ㅋㅋ,6
3562841,유하,6
3562941,진지잡셨냐,6
3562967,{:d_42:}{:d_42:}{:d_42:},6
3563000,윤 상,6
3563002,윤상,6
3563018,윤상,6
3563054,윤상,6
3563064,윤상,6
3563593,한국말 왤케 잘하셔,6
3563673,진진맨 밴 얼마임?,6
3563674,윤상~,6
3563718,?,6
3563725,윤상,6
3563778,잡쉇ㅆ냐,6
3563865,잡쉈냐,6
3563876,?,6
3563878,윤상,6
3563941,진지잡쉈냐~,6
3563992,에 코 보 이 스,6
3564377,진지잡쉈냐,6
3564505,윤상,6
3564532,방갑스무니다,6
3564626,진지잡쉈냐 ㅋㅋ,6
3564693,윤상,6
3564760,ㅋㅋㅋㅌㅋㅋ,6
3564769,하이퍼보이스 ㅋㅋㅋ,6
3564777,진지잡쉈서?,6
3565402,진지 잡쉈냐?,6
3565471,진지잡쉈냐,6
3565978,윤상 ㅋㅋㅋ,6
3565986,진지 잡쉈냐~~,6
3566106,윤상,6
3566442,일투리 지리네,6
3566554,반말이다 데스,6
3566680,진지 잡쉈냐,6
3566776,zzzzz,0
3567031,설레는 반존대,6
3567309,진지잡쉈냐,6
3567421,윤상,6
3567489,반말이다 데스 ㅋㅋ,6
3567604,윤상,6
3567659,진지잡쉇냐,6
3567702,잡쉈냐,6
3567769,육회묵음,6
3567946,너무 잘 지내서 탈이다 데스,6
3568203,운상,6
3568355,진지잡쉈냐 윤상~~,6
3568442,윤상,6
3568487,윤상,6
3568578,윤상,6
3568590,진지 잡셨냐~,6
3568611,반말이다데스,6
3568651,진지 잡쉈냐?,6
3569016,반말이다 데쓰,6
3569506,?,6
3569631,반말이다데쓰,6
3569804,윤상~,6
3570088,안뇽하세요,6
3570136,반존대,6
3570409,반말이다 데팟~,6
3570456,2개국어 섞임 ㅋㅋ,6
3570661,진지잡쉈냐,6
3570729,반존대?,6
3570813,자르지내셔나요,6
3570924,진지 잡쉈냐,6
3571135,윤상,6
3571286,모치즈키상,6
3571307,ㅋㅋㅋ,6
3571687,윤 상 어겐,6
3571737,반말이다 데스,6
3571850,진지잡쉈냐 ㅋㅋ,6
3571951,윤프로~,6
3572526,진짜 일본인임? RP임?,6
3572688,설레는 반존대ㄷㄷ,6
3572853,반말이다 데스,6
3572942,반존대ㅋㅋ,6
3573234,니혼으로 말하죠,6
3573493,슨까,6
3573578,진지 잡쉅냐,6
3573720,윤상,6
3573848,윤상,6
3574377,진지잡쉈냐~~,6
3574590,윤상,6
3574839,진지 먹음?,6
3575009,진지 좝쉈냐,6
3575212,진지 잡쉈냐,6
3575370,니~~~뽓,6
3575490,설레는 반존대...,6
3575875,진지라고 한다고 존댓말이 아니죠 예예,6
3575921,잡쉅슴까,6
3576018,이야,6
3576158,높응말이랑 반말이 섞인 ㅋㅋㅋ,6
3576458,잡쉈슴까?,6
3576770,윤가상 진지잡솼냐데스,6
3576889,반발이드 데스,6
3576912,메챠난까,6
3577022,오,6
3577224,드셨,6
3577445,조총련에서 한국말을 배우셨나,6
3577724,오,6
3577749,반말쓰지마라,6
3577860,한본어 ㅋㅋㅋ,6
3578026,개웃기네 ㅋㅋㅋ,6
3578218,메챠 난카 졸려서 ㅋㅋ,6
3578328,진지 답쉈냨ㅋㅋ,6
3578505,메챠난카 졸려,6
3578536,삼계탕 ㄷㄷ,6
3578551,사무계탕,6
3578616,메챠난카,6
3578796,와,1
3579031,사무게탕,6
3579050,설레는 반존대 ㄷㄷ,1
3579072,멧챠난카 ㅋㅋㅋ,6
3579103,북한말투인줄,6
3579181,삼계탕,6
3579528,진지 잡쉇어~~  습박ㅋㅋㅋ,6
3579616,삼계탕을,6
3579643,메챠난카 졸려서 ㅋㅋ,6
3579658,메차쿠차,6
3579816,메챠 난카,6
3579895,진지잡쉈냐 ㅋㅋㅋ,6
3579951,수리남이야,6
3580122,맛난 거 드셨네,6
3580130,오,6
3580258,메챠 난카,6
3580431,ㄱㄴㄴ,6
3580536,윤xx상,6
3580623,사무계탕,6
3580768,ㄷㄷ,1
3580784,오,1
3580837,진석이 일본어 가능하잖아,6
3580851,와,1
3580880,배달?,6
3580983,한본어 ㅋㅋ,6
3581046,사므계탕,6
3581093,오,1
3581200,왜 북한 사투리가 된거 같냐 ㅋㅋㅋ,6
3581232,삼계탕? 워,6
3581560,메챠 난까,6
3581608,삼계탕 좋지,6
3581732,아노,6
3581810,사므계탕,6
3581927,윤상,6
3581982,오,1
3582051,사므게탕,6
3582069,일본일텐데,6
3582079,삼계탕 완전 한국인같다,6
3582081,드셨...,6
3582161,한본어,6
3582172,사무계탕,6
3582217,오호이야,
3582333,사무계무탕,6
3582511,일본인이 진지를 어떻게알아,6
3582586,삼계탕 좋네..,6
3582802,ㅇㅎ,6
3583313,팩인가,6
3583393,수파에,6
3583403,삼계탕 좋지,6
3583492,슈우파,6
3583754,북한사람이셔?,6
3583779,삼계타,6
3583805,{:d_94:}{:d_94:}{:d_94:}{:d_94:}{:d_94:},6
3583823,아하,6
3584010,수-빠에,6
3584023,본토 니혼진말투,6
3584155,제대로네,6
3584311,좋지,6
3584440,패크,6
3584491,북한아니야?,6
3584557,쓰바,6
3584615,아노...,6
3584661,ㄹㅇ이가,6
3584716,스파,6
3584722,사무계탕,6
3584806,사무계따,6
3584910,아,6
3585111,사무게탕,6
3585336,삼곜탕팩,6
3585383,아 레토르토,6
3585400,사무게탕,6
3585547,아노 ..,6
3585571,한본어 레전드ㅋㅋ,6
3585582,와,6
3585692,밀키트,6
3585779,수파에,6
3585847,팩,6
3586090,삼계탕 마싱ㅆ겠다,6
3586147,수ㅡ파,6
3586326,슈파에,6
3586328,키트,6
3586481,사무게당,6
3586625,사무계탕,6
3586714,zzzzzzzzzzz,0
3586849,삼계탕 팩,6
3587017,슈퍼?,6
3587029,ㄱㅇㅇ,6
3587175,아아,6
3587259,?,6
3587467,슈퍼에 삼계탕팩을판다고,6
3587647,분명한 한국언데 한국어가 아닌 것 같애,6
3588001,슈퍼에?,6
3588052,한국인이지,6
3588110,너 일본이 ㄴ아니지,6
3588158,한본어 보소,6
3588256,비비고 삼계탕,6
3588271,사므게탕,6
3588415,ㄹㅇ,6
3588630,뭣,6
3588857,감사합니다~,6
3589264,너무 작아,6
3589306,일본인 rp같은데,6
3589472,밀키트,6
3589506,작중팩트임?,6
3590183,일본 삼계탕 팜,6
3590509,?,6
3590789,딱걸렸어,6
3590806,팔더라...,6
3590873,{:d_116:}{:d_116:}{:d_116:},6
3591035,습하가 뭐임,6
3591665,너 한국인이제 ㅋㅋ,6
3591741,?,6
3591951,?,6
3592748,ㅋㅋㅋ,0
3592953,짱구임?,6
3593508,너 한국인이지,6
3593766,{:d_116:}{:d_116:},6
3593809,사무계땅,6
3593962,한본어 ㅈㄴ 웃기네,6
3593968,가무사함니다,6
3594104,잘 넘기네,6
3594720,너무 작은데,6
3594809,노련한데,6
3594821,진석이형은 육회만 먹는데,6
3594873,RP 지켜주세요,6
3595380,간편한 거 좋아,6
3595709,어,6
3595755,카에데님은 왜 성으로 안부르냐,6
3595945,감사합니다~~,6
3595987,{:d_106:}{:d_106:}{:d_106:},6
3596170,한국인이네,6
3596258,팔더라...,6
3596798,너무 작아졌어,6
3597230,너 딱걸렸어,6
3597283,자주들어요(진짜임),6
3597411,태극권 십고수네,6
3597745,ㄹㅇㅋㅋ,6
3597888,일본인 호소인,6
3598075,잘치는데,6
3598309,보법이 달라,6
3598463,잘 넘기는데 ㅋㅋ,6
3598498,스~파~,6
3598526,ㄹㅇㅋㅋ,6
3598697,너 한국인이지,6
3598770,개처웃기네,0
3598985,ㄹㅇ ㅋㅋ,0
3599109,잘넘기네,6
3599253,한국인이네,6
3599705,한구구인이네,6
3599893,한본인 ㄷㄷ,6
3599980,RP 지켜주세요 가놈님,6
3600093,야로!!!!!!,6
3600362,광고!,6
3601096,방금은 진나 한국인인데?,6
3601713,일본에 삼계탕 사발면도 팔아,6
3601937,나 한국인이지?,6
3602004,그런rp?,6
3602150,일본인 rpㅋㅋㅋ,6
3602774,감수합니다,6
3603307,요새 일본 편의점에 삼계탕을 파는구나...,6
3603590,흠..,6
3603900,그런 rp?,6
3604181,너무작아졌다,6
3605031,너무 작아졌음,6
3605149,너무 작아용,6
3605390,한국에도 일본라면 팔잖냐,6
3605601,소리 너무 작아ㅠㅜ,6
3605625,아리가땡쓰 ㅇㅈㄹ,6
3606023,말투 개웃기네,6
3606153,어글리 코리안?,6
3606395,소리 너무 작아졌는데 조금 키워주세요,6
3606460,목소리가 안들려,6
3606484,아리가상큐,6
3606515,아리가떙스,6
3606614,소리가 좀 작은데,6
3607115,아리가떙스,6
3607331,아리가땡스,6
3607382,일본 애니에도 나오는데 뭐,6
3607434,아리가땡스,6
3607480,한본인이자나 ㅋㅋㅋ,6
3607548,디코 너무 작다,6
3608215,너무 작다,6
3608215,아리가 감사하셔?,6
3608302,잡탕이네,6
3608357,한본어 ㅋㅋㅋ,6
3608997,봉누도2,6
3609048,아 그런RP,6
3609175,아리ㅏㄱ 땡스 ㅋㅋ,6
3609346,아리가땡쓰~,6
3609733,아리가땡스 ㅋㅋ,6
3609772,아리가땡스 ㅋㅋ,6
3610498,한본어ㅋㅋ,6
3610899,아리가땡스,6
3611549,rp지켜주자고~,6
3611612,개 웃기네,6
3611819,rpㅋㅋ,6
3612027,목소리 조금만 더 키워줘 형 좀 작아졌어,6
3612093,소리 작아졋으,6
3612507,헬로봉쥬르니하오안녕!,6
3612675,아리가떙스...?,6
3612954,아리가땡스~,6
3613187,아가리또데스,6
3613841,아리가땡스!,6
3614215,소리 너무 작아요,6
3614337,전부 뒤섞여부렷노  ㅋㅋㅋ,6
3614499,소리키워줭,6
3614515,겟또,6
3614623,RP 특이하시네,6
3615403,그건 rp셔?,6
3615553,아리가땡스는 ㅋㅋㅋ,6
3615720,아리가땡스는 머고,6
3616585,아리에 나이~~,6
3616756,말투가구수하다,6
3617182,아리가땡스~,6
3617194,소리좀 키워다오 너무 줄였다..,6
3617563,해적판,6
3617887,RP인듯,6
3617950,너 일본인 아니지,6
3618095,약간 북한이랑 일본이랑 석엿어,6
3619763,아 그런 설정,6
3620109,소리가 너무 작아요,6
3620128,소리 좀만 키워죠용,6
3620290,{:yunzinChr:}{:yunzinChr:}{:yunzinChr:}{:yunzinChr:},6
3620441,한봌우 개잘하네,6
3620606,목소리가 작아요,6
3621067,와 아리가땡스 첨 들어봄 ㅋㅋ,6
3621359,이거이거 주인장이 이러시면 rp를,6
3621493,본누도2 rp 벌써하고있네,6
3621540,이루년,6
3621543,바r름이,6
3622535,조금만 올려줄 내 친구 구함,6
3622853,디코소리좀 키우자,6
3622951,소리가 너무 작아요,6
3623045,ㄷㄷㄷㄷ,1
3623905,소리넘자가여,6
3624035,소리 좀만 키워주세요,6
3624675,소리가 좀 작아요,6
3624681,소리가 작아요잉,6
3624775,오,1
3624869,소리 쪼꼼만 더 올려주세요,6
3625300,이르년이상,6
3625792,하긴,6
3625796,말을 많이 해야하다보니,6
3626932,소리밸런스 안맞음,6
3627593,소리가 너무 작아요,6
3627614,맞긴 해,6
3627621,ㄷㄷㄷㄷ,1
3627838,그렇긴 해,6
3627877,저는 이미 잘해요,6
3628105,늘읍니다,6
3628356,그렇긴 하네,6
3628566,소리 작음,6
3628882,와,1
3628894,느름니다,6
3629169,소리 좀만 키워줘,6
3629314,대단합니다,6
3629771,사무시푸시간,6
3630169,발음은 안 느나요,6
3630331,오,1
3630593,와ㅏ,1
3632187,좀키워줘,6
3632632,하면 해야지,6
3633374,한국어(인방),6
3633444,하면 할수 있지이 ㅇ,6
3633481,구수한데,6
3633989,디코 소리좀,6
3634706,수,6
3634747,원,6
3634985,반응 ㅋㅋ,6
3635335,원 벌어서,6
3635505,원,6
3635809,굳,6
3635817,굳,6
3636225,원벌어서,6
3636450,살,6
3636599,쌀먹 ㄷㄷ,6
3636732,쌀먹,6
3636856,살,6
3636943,살,6
3637117,쌀쌀쌀,6
3637195,쌀먹 ㅋㅋ,6
3637316,굿,6
3637374,쌀먹잇?,6
3637410,won ㅋㅋㅋ,6
3637775,쌀먹 ㄷㄷ,6
3637839,쌀밥,6
3637858,쌀먹,6
3638222,굿굿,6
3638546,쌀사먹어,6
3638781,소리우열모르네요,6
3638824,쌀을 사먹어야지,6
3639053,진석군 카에네상 소리가 작아요,6
3639114,목소리 작아요,6
3639188,살 사먹어 ㅋㅋㅋ,6
3639204,사르,6
3639219,원화유출,6
3639323,외화 유출범,6
3639365,쌀먹,6
3639827,쌀ㅋㅋ,6
3639926,열심히 사시는구나,6
3639954,쌀먹을ㅋㅋㅋ,6
3640028,쌀먹,6
3640134,외화유출이네,6
3640272,잡았당,6
3640385,난 소리괜찮은데,6
3640432,ㅋ,6
3640561,원벌어서 쌀사,6
3640634,살먹,6
3640832,쌀숭이가,6
3641031,외회유출범,6
3641114,뉴스로 한국어 배웠다던데,6
3641196,쌀먹,6
3641206,쌀쌀쌀 ㅋㅋ,6
3641276,외노자,6
3641903,쌀먹을,6
3642291,쌀먹 ㄷㄷ,1
3642683,{:d_116:}{:d_116:}{:d_116:}{:d_116:},6
3642936,쌀먹 ㄷㄷ,1
3643193,쌀먹 ㅋㅋ,6
3643466,외화유출범ㄷㄷㄷㄷㄷ,6
3643487,ㄹㅇㅋㅋ,6
