time_ms,chat_message,label
1783805790551,픽포드 ㄷㄷ,1
1783805790557,ㄲㅂ,6
1783805790599,저걸 못넣노,6
1783805790668,와 타점봐라 씨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805790771,홀란드 한방무서움,6
1783805790906,우왙,6
1783805790923,ㄲㅂ,6
1783805790929,오이,0
1783805790949,와,0
1783805790961,뭐하노,6
1783805791207,ㄷㄷㄷ,1
1783805791226,타점 ㄷㄷㄷ,1
1783805791232,타점 봐라 진짜 ㅋㅋㅋㅋ,6
1783805791235,ㅋㅋㅋ,6
1783805791255,홀란이 잘하는거지 팀이 잘하는게 아니잖아,6
1783805791323,골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805791391,{:d_126:}{:d_116:}{:d_126:}{:mlb_90:}{:d_126:}{:d_116:}{:d_126:}{:mlb_90:},6
1783805791411,오우,0
1783805791523,ㅋㅋㅋㅋㅋㅋㅈㄴ무섭네,6
1783805791526,와우 대박이노,0
1783805791647,오우,0
1783805791684,아니 점프가 ㅋㅋㅋㅋ,6
1783805791695,와,0
1783805791795,홀란 드뎌,6
1783805791812,어우,6
1783805791841,ㄲㅂ,6
1783805791871,루,6
1783805791915,지금 댓글창 애들은 현실에서 100%정상아님 어딘가 하자있는 폐급들임 정상인들은 체팅 안침,6
1783805791924,ㅇ우,6
1783805792325,와,0
1783805792337,무섭노무,6
1783805792585,rhf,6
1783805792673,이여,6
1783805792852,호날두,6
1783805792863,조선족들임 저 노노거리는것들 ㅋㅋㅋ,6
1783805792937,까 비,6
1783805792973,노르웨이 올라가겠다,6
1783805793118,가능,6
1783805793183,아 골키퍼에게 직빵으로 갔노,6
1783805793212,미치,6
1783805793324,아어아오아와오,6
1783805793356,투석기네 ㄹㅇ,6
1783805793471,무섭노 ㄷㄷㄷ,6
1783805793486,ㄲㅂ,6
1783805793500,저거봐 걸린다니까,6
1783805793514,와,0
1783805793551,존잘 ㄲㅂ,6
1783805793555,골라인 들어가지 않았나?,6
1783805793566,무섭다잉[',6
1783805793585,살벌하다 ㅋㅋㅋㅋ,6
1783805793609,ㄲㅂ,6
1783805793615,ㄲㅂ,6
1783805793637,와우,-
1783805794012,노르웨이 우승!,6
1783805794032,캬,-
1783805794135,홀란드 >>>>>> 호날두,6
1783805794217,노 저어서 집에 가겟네,6
1783805794273,케인 다운,6
1783805794335,ㅋㅋㅋㅋㅋㅋㅋ,0
1783805794430,홀랑~~~~~,6
1783805794435,홀란신,6
1783805794502,개무섭네 진짜 ㅋㅋㅋㅋㅋㅋ,5
1783805794540,한방이네,6
1783805794549,헤딩 하나는ㅋㅋㅋㅋㅋㅋ,1
1783805794638,와,0
1783805794854,{:d_119:},6
1783805794917,오우오우오우오우,6
1783805795015,저게 닿내,6
1783805795062,소녀슛,6
1783805795143,경합 붙혀라 노르웨이야,6
1783805795215,홀란이 이런게 무서움 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
1783805795225,점프 ㅅㅂ ㅋㅋㅋㅋㅋㅋ,1
1783805795307,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805795353,무조건 맞추네,6
1783805795408,보 지 냐,6
1783805795530,외골 ㅋㅋㅋㅋㅋㅋㅋ,6
1783805795901,엄지윤 슈우우우웃,6
1783805795944,노골,6
1783805795977,골 ㄷㄷㄷㄷㄷㄷ,1
1783805796236,개무섭네,5
1783805796314,노,6
1783805796347,개높네 그냥,6
1783805796476,골 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,6
1783805796518,타점 ㅅㅂ ㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,6
1783805796529,노노노노노노논ㄴㄴ!,6
1783805796683,ㅈㄴ아깝다 스바,6
1783805796714,홀란드 개무섭네..,5
1783805796717,DHDN,6
1783805797212,홀랑~~~!!!!,6
1783805797308,잉글랜드 체력관리 못하겠네,6
1783805797422,{:d_196:}{:d_196:}{:d_196:}{:d_196:}{:d_196:},6
1783805797480,뻥국 슛도 몬하노,6
1783805797490,마!!! 노 지금 무라 현노!!! 마!!! 노 지금 무라 현노!!! 마!!! 노 지금 무라 현노!!! 마!!! 노 지금 무라 현노!!!,6
1783805797506,노르 홀란,6
1783805797515,홀란 점프 ㅋㅋㅋㅋㅋ 와,1
1783805797741,타점 보소,1
1783805797767,높다,6
1783805797785,어와!!,0
1783805798161,진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
1783805798273,골,6
1783805798392,노!!!,6
1783805798419,대박이노,1
1783805798448,비상!!,5
1783805798550,아깝노 !!!!!!!!!,6
1783805798619,미쳤네 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805798915,아깝노,6
1783805799062,ㄲㅂ,6
1783805799127,홀란 헤더 ㄷㄷ,6
1783805799599,제대로 걸리면 그냥 골되겠네,6
1783805799649,골 ㅅㅅ,0
1783805799731,와 무섭,5
1783805799839,맹글랜드 ㅋㅋ,6
1783805800001,😲😲😲😲😲😲,6
1783805800024,골골,6
1783805800400,지린다,1
1783805800635,골,6
1783805800802,오?,6
1783805800826,키퍼가 개잘함,6
1783805800986,아아,6
1783805801187,진짜 채팅 열어볼때마다 개웃기네 이게 한국 수준이냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
1783805801304,파울 아니래,6
1783805801529,존나 무서워,5
1783805801537,ㅈ 란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
1783805801705,아옥,6
1783805801709,진격의 홀란,6
1783805801863,뭐노 ? ㅋㅋㅋ,6
1783805801938,란신이의 힘 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
1783805801940,골,6
1783805802249,홀란두 ㄷㄷ,6
1783805802774,저능한 인간들과 말 섞지마라 본인이 지금 채팅 역겹다고 생각한다면,6
1783805802847,와 ㅋㅋㅋㅋ,0
1783805802959,홀란 미쳤네,6
1783805803029,골라인 넘어간거같은데,6
1783805803618,와,6
1783805803700,외데고르좋다,6
1783805803813,???????????????????????,1
1783805803926,와,1
1783805804063,미 1친ㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805804216,와 ㅋㅋㅋㅋㅋㅋ,1
1783805804220,홀란아 파워헤딩해야지,6
1783805804252,진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
1783805804340,엘링홀란~,6
1783805804388,??,6
1783805804418,헐,1
1783805804589,점프력;;,6
1783805804590,와,0
1783805804599,엥?????,6
1783805804720,/영포티제거모드,6
1783805804833,어케했노,6
1783805804875,오,0
1783805804894,좌파 = 사회의 악,6
1783805804957,골ㅅㅅㅅㅎ,6
1783805805035,와,0
1783805805090,어?,6
1783805805098,노르웨이 노무노무 무섭노노르웨이 노무노무 무섭노노르웨이 노무노무 무섭노노르웨이 노무노무 무섭노노르웨이 노무노무 무섭노노르웨이 노무노무 무섭노,6
1783805805107,ㅁㅊ ㅋㅋ,6
1783805805120,엥? 저게 ?,6
1783805805237,와,0
1783805805259,골골,6
1783805805570,와,0
1783805805576,퍄퍄,6
1783805805608,오?,6
1783805805622,오,6
1783805805697,캬,0
1783805805775,ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
1783805805858,ㄷㄷㄷㄷㄷㄷㄷㄷ,1
1783805805870,{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:},6
1783805805950,와,0
1783805806051,와,0
1783805806056,고,6
1783805806162,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805806266,ㅅㅅㅅㅅㅅ,0
1783805806273,ㄷㄷㄷㄷㄷㄷ,1
1783805806328,? 뭐노 ㅋㅋㅋㅋㅋ,6
1783805806356,와 미친,6
1783805806400,ㅇㅎ사,6
1783805806443,와,0
1783805806623,ㅅㅅㅅㅅㅅㅅ,0
1783805806865,와,0
1783805806879,ㅅㅅㅅ,0
1783805806909,ㅋㅋㅋㅋ,0
1783805807058,비상,6
1783805807124,으와,6
1783805807234,비상 !!!,6
1783805807245,본인도 띠용,6
1783805807307,ㄷㄷㄷㄷㄷ,1
1783805807321,여기 댓글들 다 정신병자들이네 축구 얘기를 하는 애들이 없네,6
1783805807353,와ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,0
1783805807362,?,6
1783805807385,??????,6
1783805807472,와 미 친,0
1783805807542,?,6
1783805807590,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1783805807591,와,0
1783805807593,골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805807595,ㅁㅊ,1
1783805807608,와,0
1783805807630,슛이였어? 와,6
1783805807919,맹글랜드 ㅋㅋ,6
1783805807965,와,0
1783805808013,와,0
1783805808086,오우미쳣다,1
1783805808096,국주 ㅁ ㅓ하누,6
1783805808098,와,0
1783805808137,ㅁㅊ,6
1783805808152,하지만,6
1783805808161,어ㅣ,6
1783805808170,와,0
1783805808187,와 시바,1
1783805808198,?,6
1783805808199,와,0
1783805808213,와,0
1783805808244,ㅋㅋㅋㅋㅋ,0
1783805808293,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1783805808535,골ㄹ,6
1783805808567,관중들도 잘 셍겨.,6
1783805808644,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805809080,그러치,6
1783805809098,와,0
1783805809126,와,0
1783805809137,오 지렸노,0
1783805809158,와,0
1783805809171,공중권 ㄷㅈ와ㄷ,6
1783805809190,/,6
1783805809195,와 ㅅㅂ,1
1783805809250,와,1
1783805809266,우와 뭐야,1
1783805809280,{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:},6
1783805809297,와ㅏㅏㅏㅏㅏㅏㅏ 뭐냐????,1
1783805809312,오,0
1783805809331,와?,1
1783805809372,대세걸그룹이 될려면 말끝마다 노붙여줘야 되는거 아니노,6
1783805809377,오,1
1783805809378,ㄷ,1
1783805809429,골ㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ,6
1783805809572,?,6
1783805809633,헐?,1
1783805809914,dhk,6
1783805809915,와 머냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805809953,ㅅㅅㅅㅅ,0
1783805810070,zzzzzzzzzzzzzzzzzz,0
1783805810096,와,1
1783805810098,와,1
1783805810158,와 원더골,1
1783805810207,저각도에서?,1
1783805810299,{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:},6
1783805810315,꼴,6
1783805810330,꼴!!!!!!!,6
1783805810331,미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805810491,와,1
1783805810493,??,6
1783805810508,와 ㄷㄷㄷㄷㄷ,1
1783805810510,ㄷㄷㄷㄷㄷ,1
1783805810518,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805810559,ㅁㅊ,1
1783805810577,와우,1
1783805810581,골,6
1783805811120,와,1
1783805811150,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805811190,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805811209,골ㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805811263,저게 무슨 각도야?,6
1783805811290,오,6
1783805811333,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805811339,뭔 슛이야?,1
1783805811353,? ㅋㅋㅋ 뭐노 ㅋㅋㅋㅋㅋ,1
1783805811370,와 미친 ㅋㅋㅋㅋㅋㅋㅋ,1
1783805811407,잘하네,6
1783805811413,헐,1
1783805811420,이게 뭐야,1
1783805811448,골~~~~~~~~,6
1783805811451,미친,1
1783805811495,?,6
1783805811500,고롤ㄹㄹㄹㄹㄹㄹㄹㄹ,6
1783805811510,ㅅ ㅅ ㅅ ㅅ ㅅ ㅅㅅ,0
1783805811551,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805811605,ㅋㅋㅋ,0
1783805811691,와 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805812217,와!!!!!!!! ㄷㄷㄷㄷㄷㄷㄷㄷ,1
1783805812250,와 ㅋㅋㅋㅋ,1
1783805812297,와,1
1783805812304,??,6
1783805812304,??????????????,6
1783805812315,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805812326,옵사,6
1783805812417,dhk,6
1783805812445,와??,1
1783805812505,와,1
1783805812522,골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㄱ,0
1783805812533,와,1
1783805812546,ㅁㅊ,1
1783805812553,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1783805812554,오매이갓,6
1783805812578,ㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805812589,와,1
1783805812594,{:d_9:},6
1783805812619,오ㅓㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,0
1783805812651,와,1
1783805813125,개쩐다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805813126,뭐야 이거 ㅋㅋㅋㅋ,1
1783805813166,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805813171,저게 반칙 아니야 ???,1
1783805813210,와 씹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805813213,{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:},6
1783805813218,???????????,6
1783805813219,아아아아아,6
1783805813237,뻥국 답도 없네,6
1783805813288,와 개간지,1
1783805813309,와,1
1783805813395,저렇게 넣네,1
1783805813475,와 원더골,1
1783805813591,ㄷㄷㄷㄷ,1
1783805813593,오호라,6
1783805813602,{:lck_28:}{:d_46:}{:lck_28:}{:d_46:}{:lck_28:}{:d_46:},6
1783805813617,노르웨이 ㄷ ㄷ ㄷ,1
1783805813620,ㄲㅂ와 ㅅㅂ,1
1783805813636,저걸 넣는다고?,1
1783805814086,??????????,6
1783805814144,와,1
1783805814146,미친,1
1783805814146,와.........ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805814184,와 미친,1
1783805814190,와 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
1783805814247,미쳤노,1
1783805814302,??/,6
1783805814351,뭐야 ㄷ,1
1783805814353,와우,1
1783805814359,노르웨이가?,6
1783805814368,와,1
1783805814446,대ㅡㅡㅡㅡㅡㅡ박,0
1783805814467,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805814469,네..?,1
1783805814488,응?,6
1783805814504,국주 땜애ㅔ 먹힘ㅋㅋㅋㅋㅋ,6
1783805814512,와 싀벌,1
1783805814535,노르웨이이긴다,6
1783805814576,골이라고?,6
1783805815017,노노,6
1783805815028,골 ㅋㅋㅋㅋ,6
1783805815036,와 이게 뭐냐 ㅋㅋㅋㅋㅋㅋ,1
1783805815115,우워;,6
1783805815144,뢓?,6
1783805815151,와,1
1783805815184,와우,1
1783805815208,와,1
1783805815284,원더골,6
1783805815288,???,1
1783805815329,와 개지린다 오ㅓ오ㅓ,1
1783805815355,ㅁㅊ,1
1783805815361,네????????????????,1
1783805815465,와,1
1783805815476,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805815529,아 ㅡㅡ,6
1783805815586,개미쳤다,1
1783805815603,와우,1
1783805815628,와,1
1783805815662,쉐도르프,6
1783805816004,노르웨이 일내네,6
1783805816042,와,1
1783805816053,이걸 넣네,1
1783805816061,원더골,6
1783805816154,크로슛,6
1783805816171,var 취소각,6
1783805816206,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805816232,ㄷㄷㄷㄷㄷ,1
1783805816240,벨링엄 세리머니 ㅎㅎㅎ,6
1783805816275,{:wc_3:}{:wc_3:}{:wc_3:}{:wc_3:}{:wc_3:}{:wc_3:},6
1783805816282,ㅋㅋㅋㅋㅋㅋㅋㅋ,0
1783805816296,오ㅏ ㅋㅋㅋㅋㅋ,1
1783805816303,어캐 넣냐,1
1783805816309,와 미챴다,1
1783805816314,와,1
1783805816321,와,1
1783805816454,비상비상,5
1783805816464,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1783805816494,노루웨이 골 ㅅㅅㅅㅅ 노루노루 노루웨이 골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805816571,와 이게 머야,1
1783805816657,????,6
1783805817244,미쳤다,1
1783805817260,미르친,1
1783805817273,셰이드로프 ㄷㄷㄷㄷㄷ,6
1783805817350,와 멋지게 넣었네,6
1783805817360,골,6
1783805817375,엌,6
1783805817377,불가능,6
1783805817400,ㅁㅊ,6
1783805817403,이게 드간다고,6
1783805817431,비사앙~~~,5
1783805817482,왜 아무도 안 옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
1783805817499,미더따 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,6
1783805817533,케인 반칙 VAR하겠네,6
1783805817546,노르웨이승이다,6
1783805817565,{:wc_3:}{:wc_3:}{:wc_3:}{:wc_3:}{:wc_3:}{:wc_3:},6
1783805817573,머임?ㄷㄷ,1
1783805817587,?????????????????????????????????????????????????????????????,1
1783805817608,잘하네??,1
1783805817626,백인 승!,6
1783805817645,와,1
1783805818050,그냥 박아버리네,6
1783805818070,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1783805818092,vart,6
1783805818165,노 노 노 노 노 노 노 노 노 노 노 노,6
1783805818169,와와,1
1783805818316,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
